logical_key,cui,company_name,reporting_period,source_file,sha256,schema_version,invoice_number,invoice_date,invoice_type,direction,line_number,product_code,product_description,normalized_product,quantity,unit_of_measure,unit_price,line_amount,vat_percent,tax_code,tax_type,tax_amount,account_id,account_description,account_type,warehouse_id,warehouse_exists,validation_status
9900010_30-06-2026,9900010,SYNTH COMPANY 010 SRL,30-06-2026,SYNTH_9900010_30-06-2026_Inf.xml,60d3b241f2752efe730e0b7812640fd9ad3d546af6d11e63b758f7275f754315,2.0,SYN9900010-000206,2026-06-03,380,PURCHASE,3,00000407,SYNTH OFFICE 00407,synth office 00407,103.243,BUC,190.84,,11.00,311407,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_30-06-2024,9900010,SYNTH COMPANY 010 SRL,30-06-2024,SYNTH_9900010_30-06-2024_Inf.xml,2fb7fca6df0f8cd8a09870d84a913ba5122b9e1a9626d26a9c2f2b027e835590,2.0,SYN9900010-000207,2024-06-26,380,PURCHASE,1,00000504,SYNTH UTILITY 00504,synth utility 00504,70.277,L,94.26,,0.00,300504,300,,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,,False,VALID
9900010_30-06-2024,9900010,SYNTH COMPANY 010 SRL,30-06-2024,SYNTH_9900010_30-06-2024_Inf.xml,2fb7fca6df0f8cd8a09870d84a913ba5122b9e1a9626d26a9c2f2b027e835590,2.0,SYN9900010-000207,2024-06-26,380,PURCHASE,2,00000812,SYNTH UTILITY 00812,synth utility 00812,434.604,KG,45.04,,11.00,311812,300,,605,CHELT. CU ENERGIA SI APA,Cheltuieli,,False,VALID
9900010_31-08-2025,9900010,SYNTH COMPANY 010 SRL,31-08-2025,SYNTH_9900010_31-08-2025_Inf.xml,38f017e93f5770980546f234dbf16255fa435160b9de5569ea80c2da00cbc124,2.0,SYN9900010-000208,2025-08-22,380,PURCHASE,1,00000407,SYNTH OFFICE 00407,synth office 00407,445.378,,340.14,,11.00,311407,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_31-08-2025,9900010,SYNTH COMPANY 010 SRL,31-08-2025,SYNTH_9900010_31-08-2025_Inf.xml,38f017e93f5770980546f234dbf16255fa435160b9de5569ea80c2da00cbc124,2.0,SYN9900010-000208,2025-08-22,380,PURCHASE,2,00000407,SYNTH OFFICE 00407,synth office 00407,253.263,BUC,401.80,,11.00,311407,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_30-09-2025,9900010,SYNTH COMPANY 010 SRL,30-09-2025,SYNTH_9900010_30-09-2025_Inf.xml,0374d402db11f4beca1b22aeff9678849df3055f56465cbe398546b5fb3b30de,2.0,SYN9900010-000209,2025-09-23,380,SALE,1,00000481,SYNTH FUEL 00481,synth fuel 00481,199.092,L,377.25,,5.00,305481,300,,704,VEN. DIN SERVICII PRESTATE,Pasiv,,False,VALID
9900010_30-09-2025,9900010,SYNTH COMPANY 010 SRL,30-09-2025,SYNTH_9900010_30-09-2025_Inf.xml,0374d402db11f4beca1b22aeff9678849df3055f56465cbe398546b5fb3b30de,2.0,SYN9900010-000209,2025-09-23,380,SALE,2,00000132,SYNTH RETAIL 00132,synth retail 00132,86.387,,287.11,,19.00,319132,300,,411,CLIENTI,Activ,,False,VALID
9900010_30-09-2025,9900010,SYNTH COMPANY 010 SRL,30-09-2025,SYNTH_9900010_30-09-2025_Inf.xml,0374d402db11f4beca1b22aeff9678849df3055f56465cbe398546b5fb3b30de,2.0,SYN9900010-000209,2025-09-23,380,SALE,3,00000069,SYNTH RAW MATERIAL 00069,synth raw material 00069,169.666,BUC,142.17,,5.00,305069,300,,411,CLIENTI,Activ,,False,VALID
9900010_30-09-2025,9900010,SYNTH COMPANY 010 SRL,30-09-2025,SYNTH_9900010_30-09-2025_Inf.xml,0374d402db11f4beca1b22aeff9678849df3055f56465cbe398546b5fb3b30de,2.0,SYN9900010-000209,2025-09-23,380,SALE,4,00000353,SYNTH RAW MATERIAL 00353,synth raw material 00353,304.559,L,389.87,,0.00,300353,300,,4427,TVA COLECTATA,Pasiv,,False,VALID
9900010_31-05-2025,9900010,SYNTH COMPANY 010 SRL,31-05-2025,SYNTH_9900010_31-05-2025_Inf.xml,5590067493c62bb1e0a18ce55d0639fec6c09f7b223ed9ed23f614a97f841793,2.0,SYN9900010-000210,2025-05-17,380,PURCHASE,1,00000407,SYNTH OFFICE 00407,synth office 00407,82.745,L,207.02,,11.00,311407,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_31-08-2024,9900010,SYNTH COMPANY 010 SRL,31-08-2024,SYNTH_9900010_31-08-2024_Inf.xml,250cf5613cacab0966588c07cb48ee67731f2f78f7fb2952a7d7db1f5f77a45a,2.0,SYN9900010-000211,2024-08-03,380,PURCHASE,1,00000447,SYNTH RETAIL 00447,synth retail 00447,367.184,,327.87,,21.00,321447,300,,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,,False,VALID
9900010_30-06-2024,9900010,SYNTH COMPANY 010 SRL,30-06-2024,SYNTH_9900010_30-06-2024_Inf.xml,dbdc198edd0c8558ea55ca17adb86ddffee6d37a81e833d91e3a926de7e9fcbb,2.0,SYN9900010-000212,2024-06-25,380,PURCHASE,1,00000447,SYNTH RETAIL 00447,synth retail 00447,359.225,BUC,43.02,,21.00,321447,300,,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,,False,VALID
9900010_30-06-2024,9900010,SYNTH COMPANY 010 SRL,30-06-2024,SYNTH_9900010_30-06-2024_Inf.xml,dbdc198edd0c8558ea55ca17adb86ddffee6d37a81e833d91e3a926de7e9fcbb,2.0,SYN9900010-000212,2024-06-25,380,PURCHASE,2,00000744,SYNTH RETAIL 00744,synth retail 00744,297.877,,121.94,,19.00,319744,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_30-06-2024,9900010,SYNTH COMPANY 010 SRL,30-06-2024,SYNTH_9900010_30-06-2024_Inf.xml,dbdc198edd0c8558ea55ca17adb86ddffee6d37a81e833d91e3a926de7e9fcbb,2.0,SYN9900010-000212,2024-06-25,380,PURCHASE,3,00001032,SYNTH OFFICE 01032,synth office 01032,59.785,,453.98,,9.00,309032,300,,607,CHELT. PRIVIND MARFURILE,Cheltuieli,,False,VALID
9900010_30-06-2025,9900010,SYNTH COMPANY 010 SRL,30-06-2025,SYNTH_9900010_30-06-2025_Inf.xml,b214d224435e096bcdf5cd60d1d7d9a14e47d771a3224e2b90f5a215436c9d95,2.0,SYN9900010-000213,2025-06-05,380,PURCHASE,1,00000893,SYNTH RAW MATERIAL 00893,synth raw material 00893,447.800,,267.55,,21.00,321893,300,,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,,False,VALID
9900010_28-02-2026,9900010,SYNTH COMPANY 010 SRL,28-02-2026,SYNTH_9900010_28-02-2026_Inf.xml,6166ec4cb6b1f245d2a9be1a5e75e8f106f12cf7bab04e2e1a08035219b3cb98,2.0,SYN9900010-000214,2026-02-23,380,PURCHASE,1,00000439,SYNTH OFFICE 00439,synth office 00439,356.915,L,428.07,,0.00,300439,300,,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,,False,VALID
9900010_28-02-2026,9900010,SYNTH COMPANY 010 SRL,28-02-2026,SYNTH_9900010_28-02-2026_Inf.xml,6166ec4cb6b1f245d2a9be1a5e75e8f106f12cf7bab04e2e1a08035219b3cb98,2.0,SYN9900010-000214,2026-02-23,380,PURCHASE,2,00000407,SYNTH OFFICE 00407,synth office 00407,25.463,,136.49,,11.00,311407,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_28-02-2026,9900010,SYNTH COMPANY 010 SRL,28-02-2026,SYNTH_9900010_28-02-2026_Inf.xml,6166ec4cb6b1f245d2a9be1a5e75e8f106f12cf7bab04e2e1a08035219b3cb98,2.0,SYN9900010-000214,2026-02-23,380,PURCHASE,3,00000315,SYNTH MISC 00315,synth misc 00315,218.379,,278.52,,5.00,305315,300,,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,,False,VALID
9900010_31-03-2026,9900010,SYNTH COMPANY 010 SRL,31-03-2026,SYNTH_9900010_31-03-2026_Inf.xml,634eb0125b0d299c8a000d2088ab7a612f2c91ab04b1b0844b72ae8972e08fbf,2.0,SYN9900010-000215,2026-03-08,380,SALE,1,00000069,SYNTH RAW MATERIAL 00069,synth raw material 00069,13.595,L,271.97,,5.00,305069,300,,411,CLIENTI,Activ,,False,VALID
9900010_31-03-2026,9900010,SYNTH COMPANY 010 SRL,31-03-2026,SYNTH_9900010_31-03-2026_Inf.xml,634eb0125b0d299c8a000d2088ab7a612f2c91ab04b1b0844b72ae8972e08fbf,2.0,SYN9900010-000215,2026-03-08,380,SALE,2,00000895,SYNTH FUEL 00895,synth fuel 00895,61.115,BUC,457.04,,21.00,321895,300,,411,CLIENTI,Activ,,False,VALID
9900010_31-03-2026,9900010,SYNTH COMPANY 010 SRL,31-03-2026,SYNTH_9900010_31-03-2026_Inf.xml,634eb0125b0d299c8a000d2088ab7a612f2c91ab04b1b0844b72ae8972e08fbf,2.0,SYN9900010-000215,2026-03-08,380,SALE,3,00000757,SYNTH RETAIL 00757,synth retail 00757,410.652,L,349.65,,19.00,319757,300,,4427,TVA COLECTATA,Pasiv,,False,VALID
9900010_31-05-2026,9900010,SYNTH COMPANY 010 SRL,31-05-2026,SYNTH_9900010_31-05-2026_Inf.xml,629384ea6169a67d1f96a057f55d37c5b723ffcc8fb67688ceb07b4aaf916d64,2.0,SYN9900010-000216,2026-05-13,380,PURCHASE,1,00000447,SYNTH RETAIL 00447,synth retail 00447,200.154,BUC,49.12,,21.00,321447,300,,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,,False,VALID
9900010_31-05-2026,9900010,SYNTH COMPANY 010 SRL,31-05-2026,SYNTH_9900010_31-05-2026_Inf.xml,629384ea6169a67d1f96a057f55d37c5b723ffcc8fb67688ceb07b4aaf916d64,2.0,SYN9900010-000216,2026-05-13,380,PURCHASE,2,00001087,SYNTH OFFICE 01087,synth office 01087,211.661,L,38.48,,11.00,311087,300,,4426,TVA DEDUCTIBILA,Activ,,False,VALID
9900010_30-09-2025,9900010,SYNTH COMPANY 010 SRL,30-09-2025,SYNTH_9900010_30-09-2025_Inf.xml,756c50db0dd824f8fbe69d09bba27ed821cb56ae47458e3a89e51e68299b2082,2.0,SYN9900010-000217,2025-09-21,380,SALE,1,00000069,SYNTH RAW MATERIAL 00069,synth raw material 00069,226.606,KG,220.77,,11.00,311069,300,,411,CLIENTI,Activ,,False,VALID
9900010_30-09-2025,9900010,SYNTH COMPANY 010 SRL,30-09-2025,SYNTH_9900010_30-09-2025_Inf.xml,756c50db0dd824f8fbe69d09bba27ed821cb56ae47458e3a89e51e68299b2082,2.0,SYN9900010-000217,2025-09-21,380,SALE,2,00000825,SYNTH PACKAGING 00825,synth packaging 00825,75.235,,458.79,,11.00,311825,300,,704,VEN. DIN SERVICII PRESTATE,Pasiv,,False,VALID
9900010_30-09-2025,9900010,SYNTH COMPANY 010 SRL,30-09-2025,SYNTH_9900010_30-09-2025_Inf.xml,756c50db0dd824f8fbe69d09bba27ed821cb56ae47458e3a89e51e68299b2082,2.0,SYN9900010-000217,2025-09-21,380,SALE,3,00000454,SYNTH SERVICE 00454,synth service 00454,134.619,,278.26,,9.00,309454,300,,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,,False,VALID
9900010_30-09-2025,9900010,SYNTH COMPANY 010 SRL,30-09-2025,SYNTH_9900010_30-09-2025_Inf.xml,756c50db0dd824f8fbe69d09bba27ed821cb56ae47458e3a89e51e68299b2082,2.0,SYN9900010-000217,2025-09-21,380,SALE,4,00000353,SYNTH RAW MATERIAL 00353,synth raw material 00353,88.151,,478.70,,0.00,300353,300,,4427,TVA COLECTATA,Pasiv,,False,VALID
9900010_31-12-2024,9900010,SYNTH COMPANY 010 SRL,31-12-2024,SYNTH_9900010_31-12-2024_Inf.xml,4bdbde66ab5521a8dcafa9d5c4ab3439cf3ffef72f39efc78aaf8e6ce6fd0c23,2.0,SYN9900010-000218,2024-12-12,380,PURCHASE,1,00000812,SYNTH UTILITY 00812,synth utility 00812,82.541,L,15.98,,11.00,311812,300,,605,CHELT. CU ENERGIA SI APA,Cheltuieli,,False,VALID
9900010_28-02-2025,9900010,SYNTH COMPANY 010 SRL,28-02-2025,SYNTH_9900010_28-02-2025_Inf.xml,14b71c7b0167cda0c4f2c47ccb924ba609efa92b9a844f86910312880f6b4abe,2.0,SYN9900010-000219,2025-02-04,380,SALE,1,00000122,SYNTH SERVICE 00122,synth service 00122,267.324,L,68.52,,11.00,311122,300,,704,VEN. DIN SERVICII PRESTATE,Pasiv,,False,VALID
9900010_28-02-2025,9900010,SYNTH COMPANY 010 SRL,28-02-2025,SYNTH_9900010_28-02-2025_Inf.xml,14b71c7b0167cda0c4f2c47ccb924ba609efa92b9a844f86910312880f6b4abe,2.0,SYN9900010-000219,2025-02-04,380,SALE,2,00000132,SYNTH RETAIL 00132,synth retail 00132,361.695,,398.24,,19.00,319132,300,,411,CLIENTI,Activ,,False,VALID
9900010_28-02-2025,9900010,SYNTH COMPANY 010 SRL,28-02-2025,SYNTH_9900010_28-02-2025_Inf.xml,14b71c7b0167cda0c4f2c47ccb924ba609efa92b9a844f86910312880f6b4abe,2.0,SYN9900010-000219,2025-02-04,380,SALE,3,00000481,SYNTH FUEL 00481,synth fuel 00481,276.984,,208.74,,5.00,305481,300,,704,VEN. DIN SERVICII PRESTATE,Pasiv,,False,VALID
9900010_30-11-2024,9900010,SYNTH COMPANY 010 SRL,30-11-2024,SYNTH_9900010_30-11-2024_Inf.xml,91892652a8c17574b97938c0fb49d2f360b5ae90eae27ca7559f1e3c44fd1b9c,2.0,SYN9900010-000220,2024-11-18,380,PURCHASE,1,00000407,SYNTH OFFICE 00407,synth office 00407,469.599,KG,29.20,,11.00,311407,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_30-11-2024,9900010,SYNTH COMPANY 010 SRL,30-11-2024,SYNTH_9900010_30-11-2024_Inf.xml,91892652a8c17574b97938c0fb49d2f360b5ae90eae27ca7559f1e3c44fd1b9c,2.0,SYN9900010-000220,2024-11-18,380,PURCHASE,2,00000407,SYNTH OFFICE 00407,synth office 00407,389.993,BUC,131.64,,11.00,311407,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_30-11-2024,9900010,SYNTH COMPANY 010 SRL,30-11-2024,SYNTH_9900010_30-11-2024_Inf.xml,91892652a8c17574b97938c0fb49d2f360b5ae90eae27ca7559f1e3c44fd1b9c,2.0,SYN9900010-000220,2024-11-18,380,PURCHASE,3,00001155,SYNTH OFFICE 01155,synth office 01155,98.926,L,89.35,,5.00,305155,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_30-11-2024,9900010,SYNTH COMPANY 010 SRL,30-11-2024,SYNTH_9900010_30-11-2024_Inf.xml,91892652a8c17574b97938c0fb49d2f360b5ae90eae27ca7559f1e3c44fd1b9c,2.0,SYN9900010-000220,2024-11-18,380,PURCHASE,4,00001032,SYNTH OFFICE 01032,synth office 01032,434.502,,210.38,,9.00,309032,300,,607,CHELT. PRIVIND MARFURILE,Cheltuieli,,False,VALID
9900010_31-12-2024,9900010,SYNTH COMPANY 010 SRL,31-12-2024,SYNTH_9900010_31-12-2024_Inf.xml,bf899c79c40a4de7742425b4df67efaa325ed981f2cd066c70d0ae64537dd6a6,2.0,SYN9900010-000221,2024-12-17,380,SALE,1,00000069,SYNTH RAW MATERIAL 00069,synth raw material 00069,453.972,L,102.49,,5.00,305069,300,,411,CLIENTI,Activ,,False,VALID
9900010_31-12-2024,9900010,SYNTH COMPANY 010 SRL,31-12-2024,SYNTH_9900010_31-12-2024_Inf.xml,bf899c79c40a4de7742425b4df67efaa325ed981f2cd066c70d0ae64537dd6a6,2.0,SYN9900010-000221,2024-12-17,380,SALE,2,00000122,SYNTH SERVICE 00122,synth service 00122,53.521,L,133.30,,11.00,311122,300,,704,VEN. DIN SERVICII PRESTATE,Pasiv,,False,VALID
9900010_31-03-2025,9900010,SYNTH COMPANY 010 SRL,31-03-2025,SYNTH_9900010_31-03-2025_Inf.xml,a69ddaff159c21894321f01000f2b506e9778b90b1fc234dfa71b39c2a7fb471,2.0,SYN9900010-000222,2025-03-28,380,PURCHASE,1,00000407,SYNTH OFFICE 00407,synth office 00407,449.716,BUC,81.55,,11.00,311407,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_31-03-2025,9900010,SYNTH COMPANY 010 SRL,31-03-2025,SYNTH_9900010_31-03-2025_Inf.xml,a69ddaff159c21894321f01000f2b506e9778b90b1fc234dfa71b39c2a7fb471,2.0,SYN9900010-000222,2025-03-28,380,PURCHASE,2,00000656,SYNTH MAINTENANCE 00656,synth maintenance 00656,376.463,,87.65,,0.00,300656,300,,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,,False,VALID
9900010_31-03-2025,9900010,SYNTH COMPANY 010 SRL,31-03-2025,SYNTH_9900010_31-03-2025_Inf.xml,a69ddaff159c21894321f01000f2b506e9778b90b1fc234dfa71b39c2a7fb471,2.0,SYN9900010-000222,2025-03-28,380,PURCHASE,3,00000407,SYNTH OFFICE 00407,synth office 00407,298.520,,495.36,,11.00,311407,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_31-03-2025,9900010,SYNTH COMPANY 010 SRL,31-03-2025,SYNTH_9900010_31-03-2025_Inf.xml,a69ddaff159c21894321f01000f2b506e9778b90b1fc234dfa71b39c2a7fb471,2.0,SYN9900010-000222,2025-03-28,380,PURCHASE,4,00001032,SYNTH OFFICE 01032,synth office 01032,107.989,,309.54,,9.00,309032,300,,607,CHELT. PRIVIND MARFURILE,Cheltuieli,,False,VALID
9900010_31-03-2025,9900010,SYNTH COMPANY 010 SRL,31-03-2025,SYNTH_9900010_31-03-2025_Inf.xml,a69ddaff159c21894321f01000f2b506e9778b90b1fc234dfa71b39c2a7fb471,2.0,SYN9900010-000222,2025-03-28,380,PURCHASE,5,00000620,SYNTH RETAIL 00620,synth retail 00620,406.179,L,120.69,,21.00,321620,300,,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,,False,VALID
9900010_31-03-2025,9900010,SYNTH COMPANY 010 SRL,31-03-2025,SYNTH_9900010_31-03-2025_Inf.xml,a69ddaff159c21894321f01000f2b506e9778b90b1fc234dfa71b39c2a7fb471,2.0,SYN9900010-000222,2025-03-28,380,PURCHASE,6,00000450,SYNTH UTILITY 00450,synth utility 00450,131.284,BUC,398.67,,9.00,309450,300,,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,,False,VALID
9900010_31-03-2025,9900010,SYNTH COMPANY 010 SRL,31-03-2025,SYNTH_9900010_31-03-2025_Inf.xml,a69ddaff159c21894321f01000f2b506e9778b90b1fc234dfa71b39c2a7fb471,2.0,SYN9900010-000222,2025-03-28,380,PURCHASE,7,00000407,SYNTH OFFICE 00407,synth office 00407,89.534,KG,25.31,,11.00,311407,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_31-03-2025,9900010,SYNTH COMPANY 010 SRL,31-03-2025,SYNTH_9900010_31-03-2025_Inf.xml,a69ddaff159c21894321f01000f2b506e9778b90b1fc234dfa71b39c2a7fb471,2.0,SYN9900010-000222,2025-03-28,380,PURCHASE,8,00001032,SYNTH OFFICE 01032,synth office 01032,130.778,KG,498.82,,9.00,309032,300,,607,CHELT. PRIVIND MARFURILE,Cheltuieli,,False,VALID
9900010_31-10-2025,9900010,SYNTH COMPANY 010 SRL,31-10-2025,SYNTH_9900010_31-10-2025_Inf.xml,acd0d5c555e03a74d6e3c3bcd138a13f2060df89eb6ab0626884de401d7e1fb1,2.0,SYN9900010-000223,2025-10-29,380,PURCHASE,1,00000407,SYNTH OFFICE 00407,synth office 00407,239.722,,469.95,,11.00,311407,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_31-07-2024,9900010,SYNTH COMPANY 010 SRL,31-07-2024,SYNTH_9900010_31-07-2024_Inf.xml,bdfd58437958be34a1e34d510db428e48bfe44d5f16ad747b3e845999a30c151,2.0,SYN9900010-000224,2024-07-19,380,PURCHASE,1,00000642,SYNTH RETAIL 00642,synth retail 00642,121.930,,456.65,,0.00,300642,300,,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,,False,VALID
9900010_31-07-2024,9900010,SYNTH COMPANY 010 SRL,31-07-2024,SYNTH_9900010_31-07-2024_Inf.xml,bdfd58437958be34a1e34d510db428e48bfe44d5f16ad747b3e845999a30c151,2.0,SYN9900010-000224,2024-07-19,380,PURCHASE,2,00001121,SYNTH MAINTENANCE 01121,synth maintenance 01121,429.292,BUC,259.92,,19.00,319121,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_31-07-2024,9900010,SYNTH COMPANY 010 SRL,31-07-2024,SYNTH_9900010_31-07-2024_Inf.xml,bdfd58437958be34a1e34d510db428e48bfe44d5f16ad747b3e845999a30c151,2.0,SYN9900010-000224,2024-07-19,380,PURCHASE,3,00000620,SYNTH RETAIL 00620,synth retail 00620,193.493,BUC,212.95,,21.00,321620,300,,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,,False,VALID
9900010_31-07-2024,9900010,SYNTH COMPANY 010 SRL,31-07-2024,SYNTH_9900010_31-07-2024_Inf.xml,bdfd58437958be34a1e34d510db428e48bfe44d5f16ad747b3e845999a30c151,2.0,SYN9900010-000224,2024-07-19,380,PURCHASE,4,00000163,SYNTH MISC 00163,synth misc 00163,291.073,BUC,54.63,,0.00,300163,300,,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,,False,VALID
9900010_31-07-2024,9900010,SYNTH COMPANY 010 SRL,31-07-2024,SYNTH_9900010_31-07-2024_Inf.xml,bdfd58437958be34a1e34d510db428e48bfe44d5f16ad747b3e845999a30c151,2.0,SYN9900010-000224,2024-07-19,380,PURCHASE,5,00000447,SYNTH RETAIL 00447,synth retail 00447,363.846,KG,41.62,,,300447,300,,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,,False,VALID
9900010_31-07-2024,9900010,SYNTH COMPANY 010 SRL,31-07-2024,SYNTH_9900010_31-07-2024_Inf.xml,bdfd58437958be34a1e34d510db428e48bfe44d5f16ad747b3e845999a30c151,2.0,SYN9900010-000224,2024-07-19,380,PURCHASE,6,00000837,SYNTH RAW MATERIAL 00837,synth raw material 00837,94.436,,83.36,,0.00,300837,300,,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,,False,VALID
9900010_31-07-2024,9900010,SYNTH COMPANY 010 SRL,31-07-2024,SYNTH_9900010_31-07-2024_Inf.xml,bdfd58437958be34a1e34d510db428e48bfe44d5f16ad747b3e845999a30c151,2.0,SYN9900010-000224,2024-07-19,380,PURCHASE,7,00000447,SYNTH RETAIL 00447,synth retail 00447,497.520,,481.00,,21.00,321447,300,,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,,False,VALID
9900010_31-07-2024,9900010,SYNTH COMPANY 010 SRL,31-07-2024,SYNTH_9900010_31-07-2024_Inf.xml,bdfd58437958be34a1e34d510db428e48bfe44d5f16ad747b3e845999a30c151,2.0,SYN9900010-000224,2024-07-19,380,PURCHASE,8,00000812,SYNTH UTILITY 00812,synth utility 00812,277.538,BUC,132.87,,11.00,311812,300,,605,CHELT. CU ENERGIA SI APA,Cheltuieli,,False,VALID
9900010_31-12-2025,9900010,SYNTH COMPANY 010 SRL,31-12-2025,SYNTH_9900010_31-12-2025_Inf.xml,52e3c968d0103c29126c0e451a15dd47e53479aa01398b5c1dd548e1f384f51b,2.0,SYN9900010-000225,2025-12-14,380,PURCHASE,1,00000439,SYNTH OFFICE 00439,synth office 00439,309.325,,253.12,,0.00,300439,300,,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,,False,VALID
9900010_31-07-2024,9900010,SYNTH COMPANY 010 SRL,31-07-2024,SYNTH_9900010_31-07-2024_Inf.xml,692e0e1921dc5c5398bb5ac093509f2f19c51fb0775e7a923961bf7c1b5765f2,2.0,SYN9900010-000226,2024-07-04,380,PURCHASE,1,00000656,SYNTH MAINTENANCE 00656,synth maintenance 00656,353.073,,458.76,,0.00,300656,300,,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,,False,VALID
9900010_31-07-2024,9900010,SYNTH COMPANY 010 SRL,31-07-2024,SYNTH_9900010_31-07-2024_Inf.xml,692e0e1921dc5c5398bb5ac093509f2f19c51fb0775e7a923961bf7c1b5765f2,2.0,SYN9900010-000226,2024-07-04,380,PURCHASE,2,00000407,SYNTH OFFICE 00407,synth office 00407,85.659,L,370.19,,11.00,311407,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_31-07-2024,9900010,SYNTH COMPANY 010 SRL,31-07-2024,SYNTH_9900010_31-07-2024_Inf.xml,692e0e1921dc5c5398bb5ac093509f2f19c51fb0775e7a923961bf7c1b5765f2,2.0,SYN9900010-000226,2024-07-04,380,PURCHASE,3,00000407,SYNTH OFFICE 00407,synth office 00407,162.511,,349.07,,11.00,311407,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_31-07-2024,9900010,SYNTH COMPANY 010 SRL,31-07-2024,SYNTH_9900010_31-07-2024_Inf.xml,692e0e1921dc5c5398bb5ac093509f2f19c51fb0775e7a923961bf7c1b5765f2,2.0,SYN9900010-000226,2024-07-04,380,PURCHASE,4,00000407,SYNTH OFFICE 00407,synth office 00407,382.679,,86.05,,11.00,311407,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_31-07-2024,9900010,SYNTH COMPANY 010 SRL,31-07-2024,SYNTH_9900010_31-07-2024_Inf.xml,692e0e1921dc5c5398bb5ac093509f2f19c51fb0775e7a923961bf7c1b5765f2,2.0,SYN9900010-000226,2024-07-04,380,PURCHASE,5,00000407,SYNTH OFFICE 00407,synth office 00407,287.816,,321.01,,11.00,311407,300,,601,CHELT. CU MATERIILE PRIME,Cheltuieli,,False,VALID
9900010_31-07-2024,9900010,SYNTH COMPANY 010 SRL,31-07-2024,SYNTH_9900010_31-07-2024_Inf.xml,692e0e1921dc5c5398bb5ac093509f2f19c51fb0775e7a923961bf7c1b5765f2,2.0,SYN9900010-000226,2024-07-04,380,PURCHASE,6,00000163,SYNTH MISC 00163,synth misc 00163,8.919,L,360.23,,0.00,300163,300,,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,,False,VALID
9900010_30-06-2025,9900010,SYNTH COMPANY 010 SRL,30-06-2025,SYNTH_9900010_30-06-2025_Inf.xml,ab01e563ec455bc4965d1e6eba373bcd13ca52807105da2ddcf8cb4c88a0f483,2.0,SYN9900010-000227,2025-06-13,380,PURCHASE,1,00000539,SYNTH FUEL 00539,synth fuel 00539,115.713,BUC,487.65,,5.00,305539,300,,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,,False,VALID
9900010_30-06-2025,9900010,SYNTH COMPANY 010 SRL,30-06-2025,SYNTH_9900010_30-06-2025_Inf.xml,ab01e563ec455bc4965d1e6eba373bcd13ca52807105da2ddcf8cb4c88a0f483,2.0,SYN9900010-000227,2025-06-13,380,PURCHASE,2,00000829,SYNTH RAW MATERIAL 00829,synth raw material 00829,437.412,,178.43,,9.00,309829,300,,371,MARFURI,Activ,,False,VALID
