Company,Product,Normalized Product,AccountID,AccountDescription,AccountType,Count,First Seen,Last Seen
SYNTH COMPANY 007 SRL,SYNTH OFFICE 00014,synth office 00014,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,7,2025-03-02,2025-11-02
SYNTH COMPANY 007 SRL,SYNTH TRANSPORT 00343,synth transport 00343,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,1,2025-03-02,2025-03-02
SYNTH COMPANY 007 SRL,SYNTH TRANSPORT 00064,synth transport 00064,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,1,2024-06-30,2024-06-30
SYNTH COMPANY 007 SRL,SYNTH MAINTENANCE 00049,synth maintenance 00049,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,3,2025-05-21,2025-11-02
SYNTH COMPANY 007 SRL,SYNTH MISC 00154,synth misc 00154,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,3,2025-10-11,2025-11-05
SYNTH COMPANY 007 SRL,SYNTH UTILITY 00080,synth utility 00080,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,4,2024-09-13,2025-05-28
SYNTH COMPANY 007 SRL,SYNTH SERVICE 00651,synth service 00651,411,CLIENTI,Activ,2,2025-05-28,2026-04-04
SYNTH COMPANY 007 SRL,SYNTH MISC 00125,synth misc 00125,704,VEN. DIN SERVICII PRESTATE,Pasiv,3,2025-05-28,2025-07-31
SYNTH COMPANY 007 SRL,SYNTH PACKAGING 00194,synth packaging 00194,4427,TVA COLECTATA,Pasiv,1,2025-05-28,2025-05-28
SYNTH COMPANY 007 SRL,SYNTH RETAIL 00021,synth retail 00021,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,1,2025-03-25,2025-03-25
SYNTH COMPANY 007 SRL,SYNTH UTILITY 00190,synth utility 00190,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,1,2024-07-28,2024-07-28
SYNTH COMPANY 008 SRL,SYNTH MISC 00643,synth misc 00643,704,VEN. DIN SERVICII PRESTATE,Pasiv,31,2024-06-04,2026-04-28
SYNTH COMPANY 008 SRL,SYNTH MAINTENANCE 00597,synth maintenance 00597,4427,TVA COLECTATA,Pasiv,3,2024-08-27,2025-07-20
SYNTH COMPANY 008 SRL,SYNTH SERVICE 00239,synth service 00239,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,10,2024-08-11,2026-04-28
SYNTH COMPANY 008 SRL,SYNTH MISC 00346,synth misc 00346,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,3,2024-09-04,2026-04-07
SYNTH COMPANY 008 SRL,SYNTH MISC 00269,synth misc 00269,704,VEN. DIN SERVICII PRESTATE,Pasiv,7,2024-08-11,2026-01-30
SYNTH COMPANY 008 SRL,SYNTH TRANSPORT 00457,synth transport 00457,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,31,2024-07-05,2026-06-05
SYNTH COMPANY 008 SRL,SYNTH MISC 00393,synth misc 00393,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,15,2024-07-25,2026-02-25
SYNTH COMPANY 008 SRL,SYNTH PACKAGING 00369,synth packaging 00369,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,16,2024-07-25,2026-01-30
SYNTH COMPANY 008 SRL,SYNTH TRANSPORT 00740,synth transport 00740,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,4,2025-04-20,2025-12-07
SYNTH COMPANY 008 SRL,SYNTH PACKAGING 00970,synth packaging 00970,704,VEN. DIN SERVICII PRESTATE,Pasiv,13,2024-08-11,2026-04-28
SYNTH COMPANY 008 SRL,SYNTH RAW MATERIAL 00286,synth raw material 00286,411,CLIENTI,Activ,3,2024-07-03,2026-04-28
SYNTH COMPANY 008 SRL,SYNTH MISC 00953,synth misc 00953,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,3,2025-07-20,2025-09-10
SYNTH COMPANY 008 SRL,SYNTH OFFICE 00616,synth office 00616,605,CHELT. CU ENERGIA SI APA,Cheltuieli,14,2024-06-30,2025-12-06
SYNTH COMPANY 008 SRL,SYNTH MAINTENANCE 00472,synth maintenance 00472,401,FURNIZORI,Pasiv,1,2024-07-27,2024-07-27
SYNTH COMPANY 008 SRL,SYNTH RAW MATERIAL 01010,synth raw material 01010,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,13,2024-06-30,2026-04-22
SYNTH COMPANY 008 SRL,SYNTH RAW MATERIAL 00596,synth raw material 00596,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,1,2026-04-07,2026-04-07
SYNTH COMPANY 008 SRL,SYNTH UTILITY 01016,synth utility 01016,605,CHELT. CU ENERGIA SI APA,Cheltuieli,9,2024-09-28,2026-02-25
SYNTH COMPANY 008 SRL,SYNTH MAINTENANCE 01184,synth maintenance 01184,4427,TVA COLECTATA,Pasiv,5,2024-06-04,2025-08-27
SYNTH COMPANY 008 SRL,SYNTH RETAIL 00715,synth retail 00715,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,4,2024-11-08,2025-11-06
SYNTH COMPANY 008 SRL,SYNTH FUEL 00033,synth fuel 00033,4427,TVA COLECTATA,Pasiv,1,2025-08-27,2025-08-27
SYNTH COMPANY 008 SRL,SYNTH RAW MATERIAL 00596,synth raw material 00596,401,FURNIZORI,Pasiv,1,2025-12-06,2025-12-06
SYNTH COMPANY 008 SRL,SYNTH TRANSPORT 01132,synth transport 01132,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,2,2024-11-26,2025-09-06
SYNTH COMPANY 008 SRL,SYNTH UTILITY 00352,synth utility 00352,601,CHELT. CU MATERIILE PRIME,Cheltuieli,2,2025-06-05,2025-09-06
SYNTH COMPANY 008 SRL,SYNTH PACKAGING 00784,synth packaging 00784,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,4,2025-02-09,2026-06-05
SYNTH COMPANY 008 SRL,SYNTH MAINTENANCE 00545,synth maintenance 00545,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,1,2025-01-29,2025-01-29
SYNTH COMPANY 008 SRL,SYNTH MISC 00542,synth misc 00542,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,3,2025-04-20,2025-11-06
SYNTH COMPANY 008 SRL,SYNTH MISC 00542,synth misc 00542,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,3,2025-04-20,2025-11-17
SYNTH COMPANY 009 SRL,SYNTH OFFICE 00023,synth office 00023,401,FURNIZORI,Pasiv,5,2024-08-08,2026-01-20
SYNTH COMPANY 009 SRL,SYNTH SERVICE 00389,synth service 00389,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,2,2026-06-15,2026-06-15
SYNTH COMPANY 009 SRL,SYNTH MISC 01175,synth misc 01175,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,2,2026-05-01,2026-06-15
SYNTH COMPANY 009 SRL,SYNTH TRANSPORT 00872,synth transport 00872,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,1,2026-06-15,2026-06-15
SYNTH COMPANY 009 SRL,SYNTH UTILITY 01016,synth utility 01016,605,CHELT. CU ENERGIA SI APA,Cheltuieli,6,2024-07-01,2026-06-15
SYNTH COMPANY 009 SRL,SYNTH FUEL 00047,synth fuel 00047,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,5,2026-03-02,2026-06-15
SYNTH COMPANY 009 SRL,SYNTH UTILITY 00655,synth utility 00655,411,CLIENTI,Activ,4,2024-11-13,2026-01-28
SYNTH COMPANY 009 SRL,SYNTH UTILITY 00914,synth utility 00914,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,3,2025-07-28,2026-04-02
SYNTH COMPANY 009 SRL,SYNTH MAINTENANCE 01159,synth maintenance 01159,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,2,2025-08-09,2026-01-05
SYNTH COMPANY 009 SRL,SYNTH TRANSPORT 01080,synth transport 01080,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,3,2024-08-08,2026-05-01
SYNTH COMPANY 009 SRL,SYNTH RETAIL 00642,synth retail 00642,4426,TVA DEDUCTIBILA,Activ,2,2025-11-23,2026-01-05
SYNTH COMPANY 009 SRL,SYNTH RETAIL 00327,synth retail 00327,605,CHELT. CU ENERGIA SI APA,Cheltuieli,2,2025-11-23,2026-03-02
SYNTH COMPANY 009 SRL,SYNTH PACKAGING 00355,synth packaging 00355,411,CLIENTI,Activ,3,2025-01-29,2026-01-28
SYNTH COMPANY 009 SRL,SYNTH RAW MATERIAL 01015,synth raw material 01015,704,VEN. DIN SERVICII PRESTATE,Pasiv,2,2025-01-29,2025-01-29
SYNTH COMPANY 010 SRL,SYNTH OFFICE 00407,synth office 00407,601,CHELT. CU MATERIILE PRIME,Cheltuieli,216,2024-06-02,2026-06-25
SYNTH COMPANY 010 SRL,SYNTH FUEL 00895,synth fuel 00895,411,CLIENTI,Activ,23,2024-07-26,2026-06-03
SYNTH COMPANY 010 SRL,SYNTH RETAIL 00757,synth retail 00757,4427,TVA COLECTATA,Pasiv,31,2024-08-20,2026-06-12
SYNTH COMPANY 010 SRL,SYNTH RAW MATERIAL 00353,synth raw material 00353,4427,TVA COLECTATA,Pasiv,28,2024-08-18,2026-06-06
SYNTH COMPANY 010 SRL,SYNTH SERVICE 00122,synth service 00122,704,VEN. DIN SERVICII PRESTATE,Pasiv,58,2024-07-01,2026-06-26
SYNTH COMPANY 010 SRL,SYNTH RAW MATERIAL 00069,synth raw material 00069,411,CLIENTI,Activ,50,2024-07-04,2026-06-12
SYNTH COMPANY 010 SRL,SYNTH UTILITY 00504,synth utility 00504,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,18,2024-06-12,2026-04-28
SYNTH COMPANY 010 SRL,SYNTH MISC 00163,synth misc 00163,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,16,2024-07-04,2026-06-25
SYNTH COMPANY 010 SRL,SYNTH FUEL 00481,synth fuel 00481,704,VEN. DIN SERVICII PRESTATE,Pasiv,16,2024-09-17,2026-06-06
SYNTH COMPANY 010 SRL,SYNTH RETAIL 00132,synth retail 00132,411,CLIENTI,Activ,20,2024-09-01,2026-06-19
SYNTH COMPANY 010 SRL,SYNTH UTILITY 00812,synth utility 00812,605,CHELT. CU ENERGIA SI APA,Cheltuieli,24,2024-06-09,2026-06-18
SYNTH COMPANY 010 SRL,SYNTH SERVICE 00804,synth service 00804,401,FURNIZORI,Pasiv,15,2024-06-29,2026-06-18
SYNTH COMPANY 010 SRL,SYNTH OFFICE 01087,synth office 01087,4426,TVA DEDUCTIBILA,Activ,28,2024-06-07,2026-06-25
SYNTH COMPANY 010 SRL,SYNTH OFFICE 01032,synth office 01032,607,CHELT. PRIVIND MARFURILE,Cheltuieli,69,2024-06-06,2026-06-27
SYNTH COMPANY 010 SRL,SYNTH UTILITY 00800,synth utility 00800,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,14,2024-06-08,2026-04-28
SYNTH COMPANY 010 SRL,SYNTH RETAIL 00620,synth retail 00620,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,5,2024-06-19,2025-03-28
SYNTH COMPANY 010 SRL,SYNTH MAINTENANCE 01121,synth maintenance 01121,601,CHELT. CU MATERIILE PRIME,Cheltuieli,34,2024-06-07,2026-05-21
SYNTH COMPANY 010 SRL,SYNTH RETAIL 00744,synth retail 00744,601,CHELT. CU MATERIILE PRIME,Cheltuieli,10,2024-06-25,2026-01-06
SYNTH COMPANY 010 SRL,SYNTH FUEL 00273,synth fuel 00273,4427,TVA COLECTATA,Pasiv,11,2024-09-01,2026-06-06
SYNTH COMPANY 010 SRL,SYNTH UTILITY 00469,synth utility 00469,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,2,2025-09-02,2025-09-27
SYNTH COMPANY 010 SRL,SYNTH UTILITY 00450,synth utility 00450,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,20,2024-06-02,2026-06-19
SYNTH COMPANY 010 SRL,SYNTH RETAIL 00447,synth retail 00447,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,91,2024-06-02,2026-06-27
SYNTH COMPANY 010 SRL,SYNTH SERVICE 00454,synth service 00454,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,21,2024-07-11,2026-05-10
SYNTH COMPANY 010 SRL,SYNTH OFFICE 01155,synth office 01155,601,CHELT. CU MATERIILE PRIME,Cheltuieli,17,2024-07-30,2026-06-03
SYNTH COMPANY 010 SRL,SYNTH UTILITY 00914,synth utility 00914,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,14,2024-07-11,2026-06-18
SYNTH COMPANY 010 SRL,SYNTH RETAIL 00642,synth retail 00642,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,6,2024-06-29,2026-06-05
SYNTH COMPANY 010 SRL,SYNTH PACKAGING 00299,synth packaging 00299,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,6,2024-06-11,2026-03-02
SYNTH COMPANY 010 SRL,SYNTH PACKAGING 00825,synth packaging 00825,704,VEN. DIN SERVICII PRESTATE,Pasiv,14,2025-02-17,2026-06-15
SYNTH COMPANY 010 SRL,SYNTH FUEL 00539,synth fuel 00539,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,4,2024-11-09,2026-04-21
SYNTH COMPANY 010 SRL,SYNTH RAW MATERIAL 00837,synth raw material 00837,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,11,2024-07-19,2026-06-23
SYNTH COMPANY 010 SRL,SYNTH RAW MATERIAL 00353,synth raw material 00353,411,CLIENTI,Activ,1,2026-05-10,2026-05-10
SYNTH COMPANY 010 SRL,SYNTH OFFICE 00439,synth office 00439,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,13,2024-06-12,2026-06-18
SYNTH COMPANY 010 SRL,SYNTH OFFICE 00561,synth office 00561,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,4,2024-12-13,2026-04-20
SYNTH COMPANY 010 SRL,SYNTH FUEL 00470,synth fuel 00470,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,6,2024-06-07,2025-10-27
SYNTH COMPANY 010 SRL,SYNTH OFFICE 01124,synth office 01124,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,4,2024-11-06,2025-12-28
SYNTH COMPANY 010 SRL,SYNTH UTILITY 00469,synth utility 00469,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,9,2024-06-09,2025-10-09
SYNTH COMPANY 010 SRL,SYNTH RAW MATERIAL 00573,synth raw material 00573,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,12,2024-07-05,2026-05-15
SYNTH COMPANY 010 SRL,SYNTH RAW MATERIAL 00893,synth raw material 00893,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,7,2025-02-16,2026-05-02
SYNTH COMPANY 010 SRL,SYNTH MISC 00315,synth misc 00315,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,9,2024-12-03,2026-05-29
SYNTH COMPANY 010 SRL,SYNTH OFFICE 00209,synth office 00209,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,3,2024-11-09,2026-02-28
SYNTH COMPANY 010 SRL,SYNTH MAINTENANCE 00656,synth maintenance 00656,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,5,2024-07-04,2026-04-19
SYNTH COMPANY 010 SRL,SYNTH RAW MATERIAL 00829,synth raw material 00829,371,MARFURI,Activ,5,2024-06-17,2026-05-29
SYNTH COMPANY 010 SRL,SYNTH TRANSPORT 01132,synth transport 01132,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,2,2024-06-17,2025-07-17
SYNTH COMPANY 010 SRL,SYNTH MAINTENANCE 00345,synth maintenance 00345,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,4,2025-03-17,2026-06-27
SYNTH COMPANY 010 SRL,SYNTH RETAIL 00757,synth retail 00757,704,VEN. DIN SERVICII PRESTATE,Pasiv,1,2024-09-20,2024-09-20
SYNTH COMPANY 010 SRL,SYNTH SERVICE 00278,synth service 00278,704,VEN. DIN SERVICII PRESTATE,Pasiv,7,2024-08-16,2026-06-26
SYNTH COMPANY 010 SRL,SYNTH UTILITY 00469,synth utility 00469,622,CHELT. CU COMISIOANELE SI ONORARIILE,Cheltuieli,1,2025-03-20,2025-03-20
SYNTH COMPANY 011 SRL,SYNTH PACKAGING 00619,synth packaging 00619,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,25,2024-07-27,2026-06-14
SYNTH COMPANY 011 SRL,SYNTH MISC 00912,synth misc 00912,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,8,2024-07-27,2026-05-11
SYNTH COMPANY 011 SRL,SYNTH FUEL 00738,synth fuel 00738,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,6,2024-11-16,2026-06-30
SYNTH COMPANY 011 SRL,SYNTH UTILITY 00537,synth utility 00537,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,11,2024-08-14,2026-06-24
SYNTH COMPANY 011 SRL,SYNTH MAINTENANCE 00049,synth maintenance 00049,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,3,2024-08-28,2026-06-24
SYNTH COMPANY 011 SRL,SYNTH FUEL 01158,synth fuel 01158,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,8,2024-08-14,2026-06-24
SYNTH COMPANY 011 SRL,SYNTH FUEL 00844,synth fuel 00844,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,3,2024-08-28,2026-06-24
SYNTH COMPANY 011 SRL,SYNTH OFFICE 00811,synth office 00811,401,FURNIZORI,Pasiv,14,2024-06-19,2026-06-30
SYNTH COMPANY 011 SRL,SYNTH SERVICE 00452,synth service 00452,601,CHELT. CU MATERIILE PRIME,Cheltuieli,3,2025-07-09,2026-03-19
SYNTH COMPANY 011 SRL,SYNTH TRANSPORT 00955,synth transport 00955,4426,TVA DEDUCTIBILA,Activ,2,2025-09-17,2025-12-23
SYNTH COMPANY 011 SRL,SYNTH UTILITY 00962,synth utility 00962,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,5,2024-08-14,2025-10-16
SYNTH COMPANY 011 SRL,SYNTH OFFICE 00177,synth office 00177,371,MARFURI,Activ,1,2025-09-17,2025-09-17
SYNTH COMPANY 011 SRL,SYNTH RAW MATERIAL 00503,synth raw material 00503,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,3,2025-08-09,2025-09-17
SYNTH COMPANY 011 SRL,SYNTH RAW MATERIAL 00494,synth raw material 00494,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,4,2025-05-31,2026-06-01
SYNTH COMPANY 011 SRL,SYNTH MISC 00344,synth misc 00344,401,FURNIZORI,Pasiv,6,2024-08-28,2026-06-30
SYNTH COMPANY 011 SRL,SYNTH UTILITY 00785,synth utility 00785,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,3,2024-08-14,2026-06-30
SYNTH COMPANY 011 SRL,SYNTH MISC 00116,synth misc 00116,605,CHELT. CU ENERGIA SI APA,Cheltuieli,6,2025-12-16,2026-03-19
SYNTH COMPANY 011 SRL,SYNTH FUEL 00570,synth fuel 00570,371,MARFURI,Activ,2,2024-08-20,2025-09-01
SYNTH COMPANY 011 SRL,SYNTH RAW MATERIAL 00357,synth raw material 00357,371,MARFURI,Activ,2,2024-08-20,2025-04-07
SYNTH COMPANY 011 SRL,SYNTH OFFICE 00581,synth office 00581,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,4,2024-08-20,2026-06-01
SYNTH COMPANY 011 SRL,SYNTH FUEL 00570,synth fuel 00570,4426,TVA DEDUCTIBILA,Activ,1,2025-04-30,2025-04-30
SYNTH COMPANY 011 SRL,SYNTH OFFICE 01029,synth office 01029,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2025-09-01,2025-09-01
SYNTH COMPANY 012 SRL,SYNTH FUEL 00952,synth fuel 00952,605,CHELT. CU ENERGIA SI APA,Cheltuieli,1,2026-03-20,2026-03-20
SYNTH COMPANY 012 SRL,SYNTH OFFICE 00140,synth office 00140,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,2,2026-03-07,2026-03-20
SYNTH COMPANY 012 SRL,SYNTH RAW MATERIAL 00027,synth raw material 00027,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,5,2026-03-07,2026-05-04
SYNTH COMPANY 012 SRL,SYNTH RAW MATERIAL 00186,synth raw material 00186,401,FURNIZORI,Pasiv,3,2026-03-07,2026-05-04
SYNTH COMPANY 012 SRL,SYNTH OFFICE 01013,synth office 01013,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,1,2026-05-04,2026-05-04
SYNTH COMPANY 012 SRL,SYNTH MISC 00759,synth misc 00759,704,VEN. DIN SERVICII PRESTATE,Pasiv,1,2025-03-26,2025-03-26
SYNTH COMPANY 012 SRL,SYNTH MISC 00448,synth misc 00448,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,1,2026-03-07,2026-03-07
SYNTH COMPANY 012 SRL,SYNTH OFFICE 00140,synth office 00140,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,1,2026-03-07,2026-03-07
SYNTH COMPANY 013 SRL,SYNTH PACKAGING 00379,synth packaging 00379,411,CLIENTI,Activ,5,2024-06-01,2025-06-19
SYNTH COMPANY 013 SRL,SYNTH FUEL 00187,synth fuel 00187,411,CLIENTI,Activ,1,2025-06-19,2025-06-19
SYNTH COMPANY 013 SRL,SYNTH FUEL 00187,synth fuel 00187,4427,TVA COLECTATA,Pasiv,1,2025-06-19,2025-06-19
SYNTH COMPANY 013 SRL,SYNTH OFFICE 00407,synth office 00407,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,5,2024-10-02,2026-05-28
SYNTH COMPANY 013 SRL,SYNTH MISC 00404,synth misc 00404,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,2,2024-10-02,2026-05-28
SYNTH COMPANY 013 SRL,SYNTH UTILITY 00962,synth utility 00962,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,1,2024-10-02,2024-10-02
SYNTH COMPANY 013 SRL,SYNTH RAW MATERIAL 00707,synth raw material 00707,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,1,2025-06-13,2025-06-13
SYNTH COMPANY 013 SRL,SYNTH OFFICE 01168,synth office 01168,4426,TVA DEDUCTIBILA,Activ,1,2025-11-22,2025-11-22
SYNTH COMPANY 013 SRL,SYNTH RAW MATERIAL 00027,synth raw material 00027,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,2,2025-11-22,2026-05-28
SYNTH COMPANY 013 SRL,SYNTH SERVICE 00595,synth service 00595,411,CLIENTI,Activ,4,2024-06-01,2025-08-25
SYNTH COMPANY 013 SRL,SYNTH MISC 00509,synth misc 00509,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,1,2024-08-08,2024-08-08
SYNTH COMPANY 013 SRL,SYNTH RETAIL 00391,synth retail 00391,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,1,2025-09-06,2025-09-06
SYNTH COMPANY 013 SRL,SYNTH MAINTENANCE 00770,synth maintenance 00770,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,1,2026-05-28,2026-05-28
SYNTH COMPANY 013 SRL,SYNTH OFFICE 00028,synth office 00028,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,1,2026-05-28,2026-05-28
SYNTH COMPANY 013 SRL,SYNTH TRANSPORT 00918,synth transport 00918,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2026-05-28,2026-05-28
SYNTH COMPANY 014 SRL,SYNTH SERVICE 00742,synth service 00742,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,9,2024-06-12,2025-02-09
SYNTH COMPANY 014 SRL,SYNTH OFFICE 00479,synth office 00479,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,5,2024-07-07,2025-08-29
SYNTH COMPANY 014 SRL,SYNTH OFFICE 01087,synth office 01087,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,3,2024-09-07,2025-07-12
SYNTH COMPANY 014 SRL,SYNTH UTILITY 00962,synth utility 00962,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,8,2024-06-12,2025-11-20
SYNTH COMPANY 014 SRL,SYNTH TRANSPORT 00031,synth transport 00031,401,FURNIZORI,Pasiv,7,2024-07-07,2025-08-29
SYNTH COMPANY 014 SRL,SYNTH UTILITY 00794,synth utility 00794,371,MARFURI,Activ,11,2024-07-07,2026-03-16
SYNTH COMPANY 014 SRL,SYNTH RETAIL 00525,synth retail 00525,605,CHELT. CU ENERGIA SI APA,Cheltuieli,5,2024-07-07,2025-10-15
SYNTH COMPANY 014 SRL,SYNTH MAINTENANCE 00414,synth maintenance 00414,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,5,2025-07-12,2026-01-10
SYNTH COMPANY 014 SRL,SYNTH SERVICE 00237,synth service 00237,411,CLIENTI,Activ,2,2025-02-23,2025-10-20
SYNTH COMPANY 014 SRL,SYNTH RAW MATERIAL 00463,synth raw material 00463,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,1,2025-10-15,2025-10-15
SYNTH COMPANY 014 SRL,SYNTH RETAIL 00538,synth retail 00538,401,FURNIZORI,Pasiv,1,2024-12-04,2024-12-04
SYNTH COMPANY 014 SRL,SYNTH UTILITY 01016,synth utility 01016,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,3,2024-06-12,2025-11-20
SYNTH COMPANY 014 SRL,SYNTH SERVICE 01071,synth service 01071,704,VEN. DIN SERVICII PRESTATE,Pasiv,1,2025-05-31,2025-05-31
SYNTH COMPANY 014 SRL,SYNTH PACKAGING 00500,synth packaging 00500,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,1,2025-05-31,2025-05-31
SYNTH COMPANY 014 SRL,SYNTH UTILITY 00748,synth utility 00748,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,1,2024-10-18,2024-10-18
SYNTH COMPANY 014 SRL,SYNTH UTILITY 01023,synth utility 01023,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,5,2024-08-10,2025-10-20
SYNTH COMPANY 014 SRL,SYNTH UTILITY 01195,synth utility 01195,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,2,2024-08-10,2024-08-10
SYNTH COMPANY 014 SRL,SYNTH SERVICE 00713,synth service 00713,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,1,2024-10-26,2024-10-26
SYNTH COMPANY 014 SRL,SYNTH RETAIL 00337,synth retail 00337,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,1,2024-10-26,2024-10-26
SYNTH COMPANY 014 SRL,SYNTH PACKAGING 00746,synth packaging 00746,371,MARFURI,Activ,1,2024-06-12,2024-06-12
