cui,company_name,product,direction,account_id,account_description,tax_code,ads,evidence_count
9900010,SYNTH COMPANY 010 SRL,synth raw material 00069,SALE,411,CLIENTI,305069,1.0000,50
9900010,SYNTH COMPANY 010 SRL,synth utility 00504,PURCHASE,625,"CHELT. CU DEPLASARI, DETASARI",300504,1.0000,18
9900010,SYNTH COMPANY 010 SRL,synth misc 00163,PURCHASE,613,CHELT. CU PRIMELE DE ASIGURARE,300163,1.0000,16
9900010,SYNTH COMPANY 010 SRL,synth fuel 00481,SALE,704,VEN. DIN SERVICII PRESTATE,305481,1.0000,16
9900010,SYNTH COMPANY 010 SRL,synth retail 00132,SALE,411,CLIENTI,319132,1.0000,20
9900010,SYNTH COMPANY 010 SRL,synth utility 00812,PURCHASE,605,CHELT. CU ENERGIA SI APA,311812,1.0000,24
9900010,SYNTH COMPANY 010 SRL,synth service 00804,PURCHASE,401,FURNIZORI,321804,1.0000,15
9900010,SYNTH COMPANY 010 SRL,synth office 01087,PURCHASE,4426,TVA DEDUCTIBILA,311087,1.0000,28
9900010,SYNTH COMPANY 010 SRL,synth office 01032,PURCHASE,607,CHELT. PRIVIND MARFURILE,309032,1.0000,69
9900010,SYNTH COMPANY 010 SRL,synth utility 00800,PURCHASE,6022,CHELT. PRIVIND COMBUSTIBILUL,319800,1.0000,14
9900010,SYNTH COMPANY 010 SRL,synth retail 00620,PURCHASE,635,"CHELT. CU ALTE IMPOZITE, TAXE",321620,1.0000,5
9900010,SYNTH COMPANY 010 SRL,synth maintenance 01121,PURCHASE,601,CHELT. CU MATERIILE PRIME,319121,1.0000,34
9900010,SYNTH COMPANY 010 SRL,synth retail 00744,PURCHASE,601,CHELT. CU MATERIILE PRIME,319744,1.0000,10
9900010,SYNTH COMPANY 010 SRL,synth fuel 00273,SALE,4427,TVA COLECTATA,305273,1.0000,11
9900010,SYNTH COMPANY 010 SRL,synth utility 00469,PURCHASE,625,"CHELT. CU DEPLASARI, DETASARI",321469,0.7500,12
9900010,SYNTH COMPANY 010 SRL,synth utility 00450,PURCHASE,613,CHELT. CU PRIMELE DE ASIGURARE,309450,1.0000,20
9900010,SYNTH COMPANY 010 SRL,synth retail 00447,PURCHASE,609,REDUCERI COMERCIALE PRIMITE,321447,1.0000,91
9900010,SYNTH COMPANY 010 SRL,synth service 00454,SALE,701,VEN. DIN VANZAREA PROD. FINITE,309454,1.0000,21
9900010,SYNTH COMPANY 010 SRL,synth office 01155,PURCHASE,601,CHELT. CU MATERIILE PRIME,305155,1.0000,17
9900010,SYNTH COMPANY 010 SRL,synth utility 00914,PURCHASE,635,"CHELT. CU ALTE IMPOZITE, TAXE",311914,1.0000,14
9900010,SYNTH COMPANY 010 SRL,synth retail 00642,PURCHASE,608,CHELT. PRIVIND AMBALAJELE,300642,1.0000,6
9900010,SYNTH COMPANY 010 SRL,synth packaging 00299,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",311299,1.0000,6
9900010,SYNTH COMPANY 010 SRL,synth packaging 00825,SALE,704,VEN. DIN SERVICII PRESTATE,311825,1.0000,14
9900010,SYNTH COMPANY 010 SRL,synth fuel 00539,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",305539,1.0000,4
9900010,SYNTH COMPANY 010 SRL,synth raw material 00837,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",300837,1.0000,11
9900010,SYNTH COMPANY 010 SRL,synth office 00439,PURCHASE,625,"CHELT. CU DEPLASARI, DETASARI",300439,1.0000,13
9900010,SYNTH COMPANY 010 SRL,synth office 00561,PURCHASE,6022,CHELT. PRIVIND COMBUSTIBILUL,311561,1.0000,4
9900010,SYNTH COMPANY 010 SRL,synth fuel 00470,PURCHASE,613,CHELT. CU PRIMELE DE ASIGURARE,321470,1.0000,6
9900010,SYNTH COMPANY 010 SRL,synth office 01124,PURCHASE,625,"CHELT. CU DEPLASARI, DETASARI",321124,1.0000,4
9900010,SYNTH COMPANY 010 SRL,synth raw material 00573,PURCHASE,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,321573,1.0000,12
9900010,SYNTH COMPANY 010 SRL,synth raw material 00893,PURCHASE,635,"CHELT. CU ALTE IMPOZITE, TAXE",321893,1.0000,7
9900010,SYNTH COMPANY 010 SRL,synth misc 00315,PURCHASE,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,305315,1.0000,9
9900010,SYNTH COMPANY 010 SRL,synth office 00209,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",321209,1.0000,3
9900010,SYNTH COMPANY 010 SRL,synth maintenance 00656,PURCHASE,609,REDUCERI COMERCIALE PRIMITE,300656,1.0000,5
9900010,SYNTH COMPANY 010 SRL,synth raw material 00829,PURCHASE,371,MARFURI,309829,1.0000,5
9900010,SYNTH COMPANY 010 SRL,synth transport 01132,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",300132,1.0000,2
9900010,SYNTH COMPANY 010 SRL,synth maintenance 00345,PURCHASE,609,REDUCERI COMERCIALE PRIMITE,321345,1.0000,4
9900010,SYNTH COMPANY 010 SRL,synth service 00278,SALE,704,VEN. DIN SERVICII PRESTATE,309278,1.0000,7
9900011,SYNTH COMPANY 011 SRL,synth packaging 00619,SALE,707,VEN. DIN VANZAREA MARFURILOR,321619,1.0000,25
9900011,SYNTH COMPANY 011 SRL,synth misc 00912,SALE,701,VEN. DIN VANZAREA PROD. FINITE,319912,1.0000,8
9900011,SYNTH COMPANY 011 SRL,synth fuel 00738,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",305738,1.0000,6
9900011,SYNTH COMPANY 011 SRL,synth utility 00537,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",321537,1.0000,11
9900011,SYNTH COMPANY 011 SRL,synth maintenance 00049,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",300049,1.0000,3
9900011,SYNTH COMPANY 011 SRL,synth fuel 01158,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",305158,1.0000,8
9900011,SYNTH COMPANY 011 SRL,synth fuel 00844,PURCHASE,608,CHELT. PRIVIND AMBALAJELE,319844,1.0000,3
9900011,SYNTH COMPANY 011 SRL,synth office 00811,PURCHASE,401,FURNIZORI,311811,1.0000,14
9900011,SYNTH COMPANY 011 SRL,synth service 00452,PURCHASE,601,CHELT. CU MATERIILE PRIME,311452,1.0000,3
9900011,SYNTH COMPANY 011 SRL,synth transport 00955,PURCHASE,4426,TVA DEDUCTIBILA,321955,1.0000,2
9900011,SYNTH COMPANY 011 SRL,synth utility 00962,PURCHASE,608,CHELT. PRIVIND AMBALAJELE,309962,1.0000,5
9900011,SYNTH COMPANY 011 SRL,synth office 00177,PURCHASE,371,MARFURI,305177,1.0000,1
9900011,SYNTH COMPANY 011 SRL,synth raw material 00503,PURCHASE,609,REDUCERI COMERCIALE PRIMITE,321503,1.0000,3
9900011,SYNTH COMPANY 011 SRL,synth raw material 00494,PURCHASE,602,CHELT. CU MATERIALELE CONSUMABILE,300494,1.0000,4
9900011,SYNTH COMPANY 011 SRL,synth misc 00344,PURCHASE,401,FURNIZORI,300344,1.0000,6
9900011,SYNTH COMPANY 011 SRL,synth utility 00785,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",319785,1.0000,3
9900011,SYNTH COMPANY 011 SRL,synth misc 00116,PURCHASE,605,CHELT. CU ENERGIA SI APA,300116,1.0000,6
9900011,SYNTH COMPANY 011 SRL,synth fuel 00570,PURCHASE,371,MARFURI,319570,0.6667,3
9900011,SYNTH COMPANY 011 SRL,synth raw material 00357,PURCHASE,371,MARFURI,319357,1.0000,2
9900011,SYNTH COMPANY 011 SRL,synth office 00581,PURCHASE,608,CHELT. PRIVIND AMBALAJELE,311581,1.0000,4
9900011,SYNTH COMPANY 011 SRL,synth office 01029,PURCHASE,601,CHELT. CU MATERIILE PRIME,300029,1.0000,1
9900012,SYNTH COMPANY 012 SRL,synth fuel 00952,PURCHASE,605,CHELT. CU ENERGIA SI APA,305952,1.0000,1
9900012,SYNTH COMPANY 012 SRL,synth office 00140,PURCHASE,6022,CHELT. PRIVIND COMBUSTIBILUL,321140,0.6667,3
9900012,SYNTH COMPANY 012 SRL,synth raw material 00027,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",311027,1.0000,5
9900012,SYNTH COMPANY 012 SRL,synth raw material 00186,PURCHASE,401,FURNIZORI,311186,1.0000,3
9900012,SYNTH COMPANY 012 SRL,synth office 01013,PURCHASE,608,CHELT. PRIVIND AMBALAJELE,305013,1.0000,1
9900012,SYNTH COMPANY 012 SRL,synth misc 00759,SALE,704,VEN. DIN SERVICII PRESTATE,321759,1.0000,1
9900012,SYNTH COMPANY 012 SRL,synth misc 00448,PURCHASE,6022,CHELT. PRIVIND COMBUSTIBILUL,311448,1.0000,1
9900013,SYNTH COMPANY 013 SRL,synth packaging 00379,SALE,411,CLIENTI,321379,1.0000,5
9900013,SYNTH COMPANY 013 SRL,synth fuel 00187,SALE,411,CLIENTI,309187,0.5000,2
9900013,SYNTH COMPANY 013 SRL,synth office 00407,PURCHASE,613,CHELT. CU PRIMELE DE ASIGURARE,311407,1.0000,5
9900013,SYNTH COMPANY 013 SRL,synth misc 00404,PURCHASE,608,CHELT. PRIVIND AMBALAJELE,311404,1.0000,2
9900013,SYNTH COMPANY 013 SRL,synth utility 00962,PURCHASE,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,309962,1.0000,1
9900013,SYNTH COMPANY 013 SRL,synth raw material 00707,PURCHASE,613,CHELT. CU PRIMELE DE ASIGURARE,300707,1.0000,1
9900013,SYNTH COMPANY 013 SRL,synth office 01168,PURCHASE,4426,TVA DEDUCTIBILA,311168,1.0000,1
9900013,SYNTH COMPANY 013 SRL,synth raw material 00027,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",311027,1.0000,2
9900013,SYNTH COMPANY 013 SRL,synth service 00595,SALE,411,CLIENTI,311595,1.0000,4
9900013,SYNTH COMPANY 013 SRL,synth misc 00509,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",319509,1.0000,1
9900013,SYNTH COMPANY 013 SRL,synth retail 00391,PURCHASE,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,309391,1.0000,1
9900013,SYNTH COMPANY 013 SRL,synth maintenance 00770,PURCHASE,6022,CHELT. PRIVIND COMBUSTIBILUL,311770,1.0000,1
9900013,SYNTH COMPANY 013 SRL,synth office 00028,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",305028,1.0000,1
9900013,SYNTH COMPANY 013 SRL,synth transport 00918,PURCHASE,601,CHELT. CU MATERIILE PRIME,311918,1.0000,1
9900014,SYNTH COMPANY 014 SRL,synth service 00742,PURCHASE,6022,CHELT. PRIVIND COMBUSTIBILUL,311742,1.0000,9
9900014,SYNTH COMPANY 014 SRL,synth office 00479,PURCHASE,608,CHELT. PRIVIND AMBALAJELE,309479,1.0000,5
9900014,SYNTH COMPANY 014 SRL,synth office 01087,PURCHASE,625,"CHELT. CU DEPLASARI, DETASARI",311087,1.0000,3
9900014,SYNTH COMPANY 014 SRL,synth utility 00962,PURCHASE,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,309962,1.0000,8
9900014,SYNTH COMPANY 014 SRL,synth transport 00031,PURCHASE,401,FURNIZORI,305031,1.0000,7
9900014,SYNTH COMPANY 014 SRL,synth utility 00794,PURCHASE,371,MARFURI,300794,1.0000,11
9900014,SYNTH COMPANY 014 SRL,synth retail 00525,PURCHASE,605,CHELT. CU ENERGIA SI APA,300525,1.0000,5
9900014,SYNTH COMPANY 014 SRL,synth maintenance 00414,PURCHASE,608,CHELT. PRIVIND AMBALAJELE,321414,1.0000,5
9900014,SYNTH COMPANY 014 SRL,synth service 00237,SALE,411,CLIENTI,319237,0.6667,3
9900014,SYNTH COMPANY 014 SRL,synth raw material 00463,PURCHASE,602,CHELT. CU MATERIALELE CONSUMABILE,300463,1.0000,1
9900014,SYNTH COMPANY 014 SRL,synth retail 00538,PURCHASE,401,FURNIZORI,300538,1.0000,1
9900014,SYNTH COMPANY 014 SRL,synth utility 01016,PURCHASE,6022,CHELT. PRIVIND COMBUSTIBILUL,319016,1.0000,3
9900014,SYNTH COMPANY 014 SRL,synth service 01071,SALE,704,VEN. DIN SERVICII PRESTATE,309071,1.0000,1
9900014,SYNTH COMPANY 014 SRL,synth packaging 00500,SALE,707,VEN. DIN VANZAREA MARFURILOR,321500,1.0000,1
9900014,SYNTH COMPANY 014 SRL,synth utility 00748,PURCHASE,609,REDUCERI COMERCIALE PRIMITE,319748,1.0000,1
9900014,SYNTH COMPANY 014 SRL,synth utility 01023,SALE,701,VEN. DIN VANZAREA PROD. FINITE,319023,1.0000,5
9900014,SYNTH COMPANY 014 SRL,synth utility 01195,SALE,701,VEN. DIN VANZAREA PROD. FINITE,305195,1.0000,2
9900014,SYNTH COMPANY 014 SRL,synth service 00713,PURCHASE,625,"CHELT. CU DEPLASARI, DETASARI",309713,1.0000,1
9900014,SYNTH COMPANY 014 SRL,synth retail 00337,PURCHASE,625,"CHELT. CU DEPLASARI, DETASARI",300337,1.0000,1
9900014,SYNTH COMPANY 014 SRL,synth packaging 00746,PURCHASE,371,MARFURI,319746,1.0000,1
9900014,SYNTH COMPANY 014 SRL,synth maintenance 00098,PURCHASE,4426,TVA DEDUCTIBILA,321098,1.0000,1
9900014,SYNTH COMPANY 014 SRL,synth service 00239,SALE,704,VEN. DIN SERVICII PRESTATE,319239,1.0000,3
9900014,SYNTH COMPANY 014 SRL,synth raw material 00307,SALE,704,VEN. DIN SERVICII PRESTATE,311307,1.0000,1
9900015,SYNTH COMPANY 015 SRL,synth utility 00843,PURCHASE,6022,CHELT. PRIVIND COMBUSTIBILUL,309843,1.0000,7
9900015,SYNTH COMPANY 015 SRL,synth fuel 00738,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",305738,1.0000,8
9900015,SYNTH COMPANY 015 SRL,synth maintenance 01181,PURCHASE,622,CHELT. CU COMISIOANELE SI ONORARIILE,309181,1.0000,6
9900015,SYNTH COMPANY 015 SRL,synth service 00005,PURCHASE,4426,TVA DEDUCTIBILA,309005,1.0000,10
9900015,SYNTH COMPANY 015 SRL,synth utility 01074,SALE,4427,TVA COLECTATA,305074,1.0000,2
9900015,SYNTH COMPANY 015 SRL,synth fuel 01077,SALE,704,VEN. DIN SERVICII PRESTATE,300077,1.0000,2
9900015,SYNTH COMPANY 015 SRL,synth maintenance 00699,PURCHASE,622,CHELT. CU COMISIOANELE SI ONORARIILE,321699,1.0000,6
9900015,SYNTH COMPANY 015 SRL,synth packaging 00554,PURCHASE,609,REDUCERI COMERCIALE PRIMITE,321554,1.0000,6
9900015,SYNTH COMPANY 015 SRL,synth packaging 00134,PURCHASE,601,CHELT. CU MATERIILE PRIME,321134,1.0000,2
9900015,SYNTH COMPANY 015 SRL,synth utility 00982,PURCHASE,635,"CHELT. CU ALTE IMPOZITE, TAXE",309982,1.0000,6
9900015,SYNTH COMPANY 015 SRL,synth service 00753,PURCHASE,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,319753,1.0000,9
9900015,SYNTH COMPANY 015 SRL,synth transport 00130,SALE,411,CLIENTI,300130,1.0000,1
9900015,SYNTH COMPANY 015 SRL,synth misc 01190,SALE,707,VEN. DIN VANZAREA MARFURILOR,311190,1.0000,2
9900015,SYNTH COMPANY 015 SRL,synth raw material 01055,SALE,707,VEN. DIN VANZAREA MARFURILOR,300055,1.0000,2
9900015,SYNTH COMPANY 015 SRL,synth maintenance 00049,PURCHASE,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,300049,1.0000,2
9900015,SYNTH COMPANY 015 SRL,synth maintenance 00741,PURCHASE,605,CHELT. CU ENERGIA SI APA,321741,1.0000,2
9900015,SYNTH COMPANY 015 SRL,synth retail 01030,PURCHASE,6022,CHELT. PRIVIND COMBUSTIBILUL,309030,1.0000,2
9900015,SYNTH COMPANY 015 SRL,synth fuel 00756,PURCHASE,401,FURNIZORI,305756,1.0000,3
9900015,SYNTH COMPANY 015 SRL,synth packaging 00625,PURCHASE,622,CHELT. CU COMISIOANELE SI ONORARIILE,321625,1.0000,2
9900015,SYNTH COMPANY 015 SRL,synth raw material 00019,SALE,704,VEN. DIN SERVICII PRESTATE,309019,1.0000,1
9900015,SYNTH COMPANY 015 SRL,synth service 00017,PURCHASE,635,"CHELT. CU ALTE IMPOZITE, TAXE",311017,1.0000,5
9900015,SYNTH COMPANY 015 SRL,synth fuel 00849,PURCHASE,605,CHELT. CU ENERGIA SI APA,305849,1.0000,1
9900015,SYNTH COMPANY 015 SRL,synth packaging 01165,PURCHASE,6022,CHELT. PRIVIND COMBUSTIBILUL,305165,1.0000,1
9900016,SYNTH COMPANY 016 SRL,synth service 01133,PURCHASE,625,"CHELT. CU DEPLASARI, DETASARI",300133,1.0000,2
9900016,SYNTH COMPANY 016 SRL,synth office 00073,PURCHASE,608,CHELT. PRIVIND AMBALAJELE,305073,1.0000,12
9900016,SYNTH COMPANY 016 SRL,synth transport 00659,PURCHASE,602,CHELT. CU MATERIALELE CONSUMABILE,311659,1.0000,7
9900016,SYNTH COMPANY 016 SRL,synth maintenance 01180,PURCHASE,601,CHELT. CU MATERIILE PRIME,305180,1.0000,1
9900016,SYNTH COMPANY 016 SRL,synth misc 00533,PURCHASE,4426,TVA DEDUCTIBILA,311533,1.0000,2
9900016,SYNTH COMPANY 016 SRL,synth office 00177,PURCHASE,401,FURNIZORI,305177,1.0000,3
9900016,SYNTH COMPANY 016 SRL,synth service 00945,SALE,704,VEN. DIN SERVICII PRESTATE,319945,1.0000,14
9900016,SYNTH COMPANY 016 SRL,synth transport 00498,PURCHASE,635,"CHELT. CU ALTE IMPOZITE, TAXE",311498,1.0000,4
9900016,SYNTH COMPANY 016 SRL,synth misc 00889,SALE,411,CLIENTI,309889,1.0000,4
9900016,SYNTH COMPANY 016 SRL,synth office 01155,PURCHASE,601,CHELT. CU MATERIILE PRIME,305155,1.0000,4
9900016,SYNTH COMPANY 016 SRL,synth misc 01186,PURCHASE,371,MARFURI,309186,1.0000,1
9900016,SYNTH COMPANY 016 SRL,synth packaging 00636,SALE,701,VEN. DIN VANZAREA PROD. FINITE,309636,1.0000,10
9900016,SYNTH COMPANY 016 SRL,synth service 00288,SALE,4427,TVA COLECTATA,309288,1.0000,3
9900016,SYNTH COMPANY 016 SRL,synth maintenance 00545,PURCHASE,609,REDUCERI COMERCIALE PRIMITE,319545,1.0000,1
9900017,SYNTH COMPANY 017 SRL,synth service 00101,PURCHASE,607,CHELT. PRIVIND MARFURILE,309101,0.6585,41
9900017,SYNTH COMPANY 017 SRL,synth office 00407,PURCHASE,625,"CHELT. CU DEPLASARI, DETASARI",311407,1.0000,27
9900017,SYNTH COMPANY 017 SRL,synth office 00251,SALE,704,VEN. DIN SERVICII PRESTATE,321251,1.0000,7
9900017,SYNTH COMPANY 017 SRL,synth maintenance 00185,PURCHASE,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,311185,1.0000,1
9900017,SYNTH COMPANY 017 SRL,synth maintenance 00074,SALE,4427,TVA COLECTATA,319074,1.0000,15
9900017,SYNTH COMPANY 017 SRL,synth utility 00930,SALE,707,VEN. DIN VANZAREA MARFURILOR,309930,1.0000,2
9900017,SYNTH COMPANY 017 SRL,synth raw material 00638,PURCHASE,635,"CHELT. CU ALTE IMPOZITE, TAXE",309638,1.0000,3
9900017,SYNTH COMPANY 017 SRL,synth raw material 00032,PURCHASE,608,CHELT. PRIVIND AMBALAJELE,305032,1.0000,4
9900017,SYNTH COMPANY 017 SRL,synth misc 00725,PURCHASE,635,"CHELT. CU ALTE IMPOZITE, TAXE",309725,1.0000,4
9900017,SYNTH COMPANY 017 SRL,synth retail 00164,SALE,4427,TVA COLECTATA,321164,1.0000,2
9900017,SYNTH COMPANY 017 SRL,synth packaging 00146,PURCHASE,602,CHELT. CU MATERIALELE CONSUMABILE,309146,1.0000,2
9900017,SYNTH COMPANY 017 SRL,synth packaging 01047,PURCHASE,601,CHELT. CU MATERIILE PRIME,300047,1.0000,3
9900017,SYNTH COMPANY 017 SRL,synth service 00980,PURCHASE,4426,TVA DEDUCTIBILA,309980,1.0000,1
9900017,SYNTH COMPANY 017 SRL,synth retail 01147,PURCHASE,605,CHELT. CU ENERGIA SI APA,300147,1.0000,3
9900018,SYNTH COMPANY 018 SRL,synth retail 00022,PURCHASE,607,CHELT. PRIVIND MARFURILE,305022,1.0000,9
9900018,SYNTH COMPANY 018 SRL,synth transport 00386,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",300386,1.0000,3
9900018,SYNTH COMPANY 018 SRL,synth retail 01030,PURCHASE,6022,CHELT. PRIVIND COMBUSTIBILUL,309030,1.0000,9
9900018,SYNTH COMPANY 018 SRL,synth retail 00070,PURCHASE,608,CHELT. PRIVIND AMBALAJELE,321070,1.0000,7
9900018,SYNTH COMPANY 018 SRL,synth service 00452,PURCHASE,371,MARFURI,311452,0.9286,14
9900018,SYNTH COMPANY 018 SRL,synth fuel 00985,PURCHASE,6022,CHELT. PRIVIND COMBUSTIBILUL,309985,1.0000,5
9900018,SYNTH COMPANY 018 SRL,synth service 00753,PURCHASE,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,319753,1.0000,18
9900018,SYNTH COMPANY 018 SRL,synth office 00612,PURCHASE,635,"CHELT. CU ALTE IMPOZITE, TAXE",321612,1.0000,6
9900018,SYNTH COMPANY 018 SRL,synth retail 00392,PURCHASE,4426,TVA DEDUCTIBILA,305392,1.0000,11
9900018,SYNTH COMPANY 018 SRL,synth retail 00164,SALE,707,VEN. DIN VANZAREA MARFURILOR,321164,1.0000,13
9900018,SYNTH COMPANY 018 SRL,synth utility 00739,PURCHASE,609,REDUCERI COMERCIALE PRIMITE,300739,1.0000,2
9900018,SYNTH COMPANY 018 SRL,synth maintenance 01171,PURCHASE,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,300171,1.0000,4
9900018,SYNTH COMPANY 018 SRL,synth utility 00758,PURCHASE,401,FURNIZORI,309758,1.0000,2
9900018,SYNTH COMPANY 018 SRL,synth fuel 00705,SALE,411,CLIENTI,311705,1.0000,8
9900018,SYNTH COMPANY 018 SRL,synth office 00847,SALE,4427,TVA COLECTATA,305847,1.0000,8
9900018,SYNTH COMPANY 018 SRL,synth misc 00246,PURCHASE,602,CHELT. CU MATERIALELE CONSUMABILE,311246,1.0000,4
9900018,SYNTH COMPANY 018 SRL,synth fuel 01033,PURCHASE,4426,TVA DEDUCTIBILA,309033,1.0000,4
9900018,SYNTH COMPANY 018 SRL,synth maintenance 01075,PURCHASE,625,"CHELT. CU DEPLASARI, DETASARI",319075,1.0000,1
9900018,SYNTH COMPANY 018 SRL,synth transport 00644,PURCHASE,607,CHELT. PRIVIND MARFURILE,311644,1.0000,4
9900018,SYNTH COMPANY 018 SRL,synth maintenance 00737,SALE,704,VEN. DIN SERVICII PRESTATE,309737,0.5000,2
9900018,SYNTH COMPANY 018 SRL,synth fuel 00133,SALE,704,VEN. DIN SERVICII PRESTATE,309133,1.0000,1
9900018,SYNTH COMPANY 018 SRL,synth misc 00633,PURCHASE,625,"CHELT. CU DEPLASARI, DETASARI",311633,1.0000,2
9900018,SYNTH COMPANY 018 SRL,synth retail 00731,PURCHASE,625,"CHELT. CU DEPLASARI, DETASARI",300731,1.0000,1
9900018,SYNTH COMPANY 018 SRL,synth transport 00056,PURCHASE,401,FURNIZORI,319056,1.0000,2
9900018,SYNTH COMPANY 018 SRL,synth utility 01016,PURCHASE,608,CHELT. PRIVIND AMBALAJELE,319016,1.0000,4
9900018,SYNTH COMPANY 018 SRL,synth retail 00350,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",311350,1.0000,1
9900018,SYNTH COMPANY 018 SRL,synth utility 00777,PURCHASE,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,321777,1.0000,2
9900018,SYNTH COMPANY 018 SRL,synth office 00772,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",309772,1.0000,1
9900019,SYNTH COMPANY 019 SRL,synth raw material 01103,PURCHASE,401,FURNIZORI,305103,1.0000,1
9900019,SYNTH COMPANY 019 SRL,synth transport 00710,PURCHASE,4426,TVA DEDUCTIBILA,311710,1.0000,6
9900019,SYNTH COMPANY 019 SRL,synth raw material 00596,PURCHASE,622,CHELT. CU COMISIOANELE SI ONORARIILE,311596,1.0000,1
9900019,SYNTH COMPANY 019 SRL,synth utility 00551,PURCHASE,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,305551,1.0000,3
9900019,SYNTH COMPANY 019 SRL,synth misc 00412,PURCHASE,622,CHELT. CU COMISIOANELE SI ONORARIILE,309412,1.0000,2
9900019,SYNTH COMPANY 019 SRL,synth office 00896,PURCHASE,613,CHELT. CU PRIMELE DE ASIGURARE,305896,1.0000,3
9900019,SYNTH COMPANY 019 SRL,synth fuel 00047,PURCHASE,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,305047,1.0000,4
9900019,SYNTH COMPANY 019 SRL,synth maintenance 01171,PURCHASE,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",300171,1.0000,1
9900019,SYNTH COMPANY 019 SRL,synth service 00278,SALE,704,VEN. DIN SERVICII PRESTATE,305278,1.0000,1
9900019,SYNTH COMPANY 019 SRL,synth transport 01122,SALE,704,VEN. DIN SERVICII PRESTATE,305122,1.0000,1
9900019,SYNTH COMPANY 019 SRL,synth maintenance 00737,SALE,704,VEN. DIN SERVICII PRESTATE,309737,0.6667,3
9900019,SYNTH COMPANY 019 SRL,synth service 00787,SALE,707,VEN. DIN VANZAREA MARFURILOR,311787,1.0000,1
9900019,SYNTH COMPANY 019 SRL,synth transport 00872,PURCHASE,625,"CHELT. CU DEPLASARI, DETASARI",311872,1.0000,1
9900019,SYNTH COMPANY 019 SRL,synth service 00239,SALE,701,VEN. DIN VANZAREA PROD. FINITE,319239,1.0000,1
9900019,SYNTH COMPANY 019 SRL,synth retail 00021,PURCHASE,625,"CHELT. CU DEPLASARI, DETASARI",311021,1.0000,1
9900019,SYNTH COMPANY 019 SRL,synth service 00454,SALE,701,VEN. DIN VANZAREA PROD. FINITE,309454,1.0000,2
9900020,SYNTH COMPANY 020 SRL,synth transport 00799,SALE,4427,TVA COLECTATA,305799,1.0000,20
9900020,SYNTH COMPANY 020 SRL,synth office 00622,SALE,4427,TVA COLECTATA,311622,1.0000,14
9900020,SYNTH COMPANY 020 SRL,synth packaging 00858,SALE,411,CLIENTI,319858,1.0000,7
9900020,SYNTH COMPANY 020 SRL,synth service 00055,SALE,707,VEN. DIN VANZAREA MARFURILOR,300055,1.0000,5
9900020,SYNTH COMPANY 020 SRL,synth retail 00314,SALE,704,VEN. DIN SERVICII PRESTATE,305314,1.0000,13
9900020,SYNTH COMPANY 020 SRL,synth raw material 00165,SALE,411,CLIENTI,311165,1.0000,5
9900020,SYNTH COMPANY 020 SRL,synth maintenance 01157,PURCHASE,613,CHELT. CU PRIMELE DE ASIGURARE,309157,1.0000,31
