product,direction,dominant_account,global_ads,company_count,distinct_accounts
synth retail 00170,PURCHASE,635,1.0000,1,1
synth packaging 00556,PURCHASE,607,1.0000,1,1
synth packaging 00689,PURCHASE,612,1.0000,1,1
synth raw material 00105,PURCHASE,613,1.0000,1,1
synth utility 00641,PURCHASE,613,1.0000,1,1
synth service 00987,PURCHASE,371,1.0000,2,1
synth utility 00823,PURCHASE,625,1.0000,1,1
synth fuel 00999,PURCHASE,602,1.0000,1,1
synth office 01056,PURCHASE,609,1.0000,1,1
synth misc 00857,SALE,4427,1.0000,1,1
synth raw material 00104,SALE,4427,1.0000,1,1
synth maintenance 00507,SALE,704,1.0000,1,1
synth service 00222,SALE,411,1.0000,1,1
synth fuel 00733,PURCHASE,601,1.0000,1,1
synth packaging 00348,SALE,701,0.7143,1,2
synth maintenance 00082,PURCHASE,609,1.0000,1,1
synth retail 00838,PURCHASE,4426,1.0000,1,1
synth transport 00285,SALE,704,1.0000,1,1
synth service 00142,PURCHASE,601,1.0000,1,1
synth packaging 00522,PURCHASE,601,1.0000,1,1
synth transport 00516,PURCHASE,605,1.0000,1,1
synth office 00308,PURCHASE,605,1.0000,1,1
synth transport 00199,SALE,411,0.6667,2,2
synth maintenance 00093,PURCHASE,401,1.0000,1,1
synth misc 00242,PURCHASE,371,1.0000,1,1
synth misc 00730,SALE,704,1.0000,1,1
synth raw material 00873,SALE,411,1.0000,1,1
synth fuel 00139,SALE,704,1.0000,1,1
synth packaging 00178,PURCHASE,401,1.0000,1,1
synth utility 00083,PURCHASE,625,1.0000,1,1
synth office 01014,SALE,411,1.0000,1,1
synth raw material 00025,SALE,704,1.0000,1,1
synth retail 00940,PURCHASE,628,1.0000,1,1
synth packaging 00501,SALE,411,1.0000,1,1
synth service 00358,SALE,704,1.0000,1,1
synth office 00894,SALE,4427,1.0000,2,1
synth retail 00519,PURCHASE,601,1.0000,1,1
synth packaging 00483,PURCHASE,609,1.0000,1,1
synth office 00624,PURCHASE,601,1.0000,1,1
synth raw material 01005,PURCHASE,371,1.0000,1,1
synth fuel 00465,PURCHASE,6022,1.0000,1,1
synth raw material 00923,SALE,701,1.0000,1,1
synth maintenance 00141,PURCHASE,602,1.0000,1,1
synth service 00714,PURCHASE,612,1.0000,1,1
synth packaging 00628,SALE,4427,1.0000,1,1
synth maintenance 00086,PURCHASE,613,1.0000,1,1
synth utility 01185,PURCHASE,602,1.0000,1,1
synth transport 01009,PURCHASE,607,1.0000,1,1
synth utility 00008,SALE,704,1.0000,1,1
synth maintenance 00065,PURCHASE,602,1.0000,1,1
synth service 00002,PURCHASE,628,1.0000,1,1
synth fuel 01183,PURCHASE,612,1.0000,2,1
synth raw material 00424,PURCHASE,609,1.0000,1,1
synth raw material 01100,PURCHASE,622,1.0000,1,1
synth office 00690,PURCHASE,622,1.0000,1,1
synth packaging 00376,SALE,707,1.0000,1,1
synth packaging 00831,PURCHASE,625,1.0000,1,1
synth maintenance 00506,PURCHASE,6022,1.0000,1,1
synth misc 00456,PURCHASE,4426,1.0000,1,1
synth misc 00863,PURCHASE,371,1.0000,1,1
synth fuel 00013,PURCHASE,613,1.0000,1,1
synth packaging 01050,PURCHASE,602,1.0000,1,1
synth packaging 00367,PURCHASE,613,1.0000,1,1
synth maintenance 00695,PURCHASE,4426,1.0000,1,1
synth maintenance 00347,SALE,411,1.0000,1,1
synth utility 00671,PURCHASE,605,1.0000,1,1
synth fuel 00176,PURCHASE,608,1.0000,1,1
synth transport 00238,PURCHASE,602,1.0000,1,1
synth retail 00924,PURCHASE,635,1.0000,1,1
synth office 00289,PURCHASE,608,1.0000,1,1
synth office 00290,PURCHASE,609,1.0000,1,1
synth packaging 00674,PURCHASE,371,1.0000,1,1
synth utility 00455,PURCHASE,601,1.0000,1,1
synth fuel 00219,PURCHASE,601,1.0000,1,1
synth utility 00631,PURCHASE,601,1.0000,1,1
synth raw material 00915,PURCHASE,628,1.0000,1,1
synth service 01138,PURCHASE,609,0.9286,1,2
synth retail 00813,PURCHASE,602,1.0000,1,1
synth misc 00395,PURCHASE,608,1.0000,1,1
synth retail 01160,SALE,704,1.0000,1,1
synth service 01112,SALE,701,1.0000,1,1
synth fuel 00989,PURCHASE,607,1.0000,1,1
synth misc 00600,PURCHASE,605,1.0000,1,1
synth utility 00256,PURCHASE,609,1.0000,1,1
synth office 00102,PURCHASE,6022,1.0000,1,1
synth utility 00489,SALE,4427,1.0000,1,1
synth transport 00411,SALE,4427,1.0000,1,1
synth office 00972,SALE,411,1.0000,1,1
synth office 00252,PURCHASE,4426,1.0000,1,1
synth misc 01187,PURCHASE,4426,1.0000,1,1
synth utility 00383,SALE,704,1.0000,1,1
synth raw material 00188,SALE,704,1.0000,1,1
synth maintenance 00870,PURCHASE,6022,1.0000,1,1
synth misc 01104,PURCHASE,607,1.0000,1,1
synth maintenance 00521,SALE,411,1.0000,1,1
synth retail 00720,PURCHASE,625,1.0000,1,1
synth transport 00230,PURCHASE,625,1.0000,1,1
synth fuel 00277,SALE,707,1.0000,1,1
synth transport 01149,PURCHASE,371,1.0000,1,1
synth maintenance 01154,PURCHASE,371,1.0000,1,1
synth misc 00681,PURCHASE,625,1.0000,1,1
synth raw material 00245,PURCHASE,4426,1.0000,1,1
synth misc 00584,PURCHASE,605,1.0000,1,1
synth utility 00553,PURCHASE,625,1.0000,1,1
synth service 00034,PURCHASE,371,1.0000,1,1
synth office 00673,PURCHASE,4426,1.0000,1,1
synth raw material 00446,PURCHASE,608,1.0000,1,1
synth retail 00012,PURCHASE,601,1.0000,1,1
synth office 00532,PURCHASE,613,1.0000,1,1
synth fuel 00240,PURCHASE,601,1.0000,1,1
synth transport 00901,PURCHASE,601,1.0000,1,1
synth packaging 00976,PURCHASE,601,1.0000,1,1
synth office 00066,PURCHASE,635,1.0000,1,1
synth misc 00941,SALE,411,1.0000,1,1
synth packaging 00040,SALE,4427,1.0000,1,1
synth transport 00097,PURCHASE,625,1.0000,1,1
synth raw material 01001,PURCHASE,607,1.0000,1,1
synth utility 01036,PURCHASE,628,1.0000,1,1
synth maintenance 00550,PURCHASE,608,1.0000,1,1
synth office 00929,PURCHASE,635,1.0000,1,1
synth service 00388,PURCHASE,609,1.0000,1,1
synth transport 01170,PURCHASE,605,1.0000,1,1
synth packaging 00258,PURCHASE,4426,1.0000,1,1
synth packaging 00711,SALE,704,1.0000,1,1
synth transport 00059,SALE,701,0.7143,1,3
synth utility 00563,PURCHASE,613,1.0000,1,1
synth retail 00611,PURCHASE,635,1.0000,2,1
synth utility 01177,PURCHASE,625,1.0000,1,1
synth service 00418,PURCHASE,622,1.0000,1,1
synth misc 00179,SALE,701,1.0000,1,1
synth packaging 00518,SALE,701,1.0000,1,1
synth utility 00166,PURCHASE,622,1.0000,1,1
synth misc 00693,PURCHASE,625,1.0000,1,1
synth utility 00120,PURCHASE,401,1.0000,1,1
synth fuel 00634,PURCHASE,601,1.0000,1,1
synth fuel 00897,PURCHASE,371,1.0000,1,1
synth raw material 00582,PURCHASE,622,1.0000,1,1
synth service 00949,PURCHASE,601,1.0000,1,1
synth transport 00152,PURCHASE,625,1.0000,1,1
synth raw material 00988,PURCHASE,6022,1.0000,1,1
synth office 01043,PURCHASE,622,1.0000,1,1
synth misc 00236,SALE,411,1.0000,1,1
synth raw material 00903,SALE,701,1.0000,1,1
synth packaging 00887,PURCHASE,6022,1.0000,1,1
synth raw material 00403,PURCHASE,609,1.0000,1,1
synth misc 00113,PURCHASE,371,1.0000,1,1
synth office 00121,PURCHASE,607,1.0000,1,1
synth office 00184,PURCHASE,401,1.0000,1,1
synth raw material 00827,PURCHASE,607,1.0000,1,1
synth misc 00088,PURCHASE,605,1.0000,1,1
synth office 00156,PURCHASE,601,1.0000,1,1
synth retail 00078,PURCHASE,602,1.0000,1,1
synth retail 00526,PURCHASE,608,1.0000,1,1
synth raw material 00969,PURCHASE,605,1.0000,1,1
synth misc 00936,PURCHASE,6022,1.0000,1,1
synth fuel 00426,SALE,707,1.0000,1,1
synth maintenance 00828,SALE,4427,1.0000,1,1
synth raw material 00536,PURCHASE,602,1.0000,1,1
synth packaging 00459,PURCHASE,605,1.0000,1,1
synth misc 00751,PURCHASE,608,1.0000,1,1
synth retail 01078,SALE,707,1.0000,1,1
synth fuel 00557,PURCHASE,401,1.0000,1,1
synth raw material 01064,SALE,4427,1.0000,1,1
synth utility 01119,SALE,704,0.5714,2,2
synth misc 00298,SALE,701,1.0000,1,1
synth misc 00106,PURCHASE,608,1.0000,1,1
synth fuel 00992,PURCHASE,371,1.0000,1,1
synth retail 00431,PURCHASE,601,1.0000,1,1
synth service 00015,PURCHASE,607,1.0000,1,1
synth fuel 00514,PURCHASE,628,1.0000,1,1
synth office 00020,PURCHASE,371,1.0000,1,1
synth service 00394,PURCHASE,622,1.0000,1,1
synth service 00575,PURCHASE,602,1.0000,1,1
synth maintenance 00562,PURCHASE,601,1.0000,1,1
synth packaging 00419,PURCHASE,4426,1.0000,1,1
synth utility 00786,PURCHASE,601,1.0000,1,1
synth office 00440,PURCHASE,602,1.0000,1,1
synth office 00687,SALE,704,1.0000,1,1
synth office 01065,PURCHASE,607,1.0000,1,1
synth raw material 00586,SALE,707,1.0000,1,1
synth retail 00041,PURCHASE,608,1.0000,1,1
synth raw material 00071,PURCHASE,609,1.0000,1,1
synth packaging 00958,PURCHASE,605,1.0000,1,1
synth service 01068,PURCHASE,628,1.0000,1,1
synth utility 00218,PURCHASE,401,0.8000,1,2
synth utility 01125,PURCHASE,605,1.0000,1,1
synth fuel 01153,PURCHASE,4426,1.0000,1,1
synth retail 00387,PURCHASE,4426,1.0000,1,1
synth maintenance 00496,PURCHASE,625,1.0000,1,1
synth service 00942,PURCHASE,628,1.0000,1,1
synth misc 00665,PURCHASE,602,1.0000,1,1
synth utility 01137,SALE,4427,1.0000,1,1
synth office 00422,SALE,704,1.0000,1,1
synth transport 00175,SALE,411,1.0000,1,1
synth fuel 00621,SALE,701,1.0000,1,1
synth maintenance 00938,PURCHASE,635,1.0000,1,1
synth raw material 00848,PURCHASE,607,1.0000,1,1
synth maintenance 00608,PURCHASE,607,1.0000,1,1
synth service 00224,PURCHASE,612,1.0000,1,1
synth packaging 01117,PURCHASE,625,1.0000,1,1
synth raw material 00925,PURCHASE,628,1.0000,1,1
synth retail 00318,SALE,707,1.0000,1,1
synth fuel 01017,PURCHASE,602,1.0000,1,1
synth maintenance 00223,SALE,701,1.0000,1,1
synth misc 00103,SALE,411,1.0000,1,1
synth office 00155,PURCHASE,625,1.0000,1,1
synth maintenance 00639,PURCHASE,635,1.0000,1,1
synth maintenance 00373,PURCHASE,612,0.6667,1,2
synth utility 00310,PURCHASE,607,1.0000,1,1
synth service 00797,PURCHASE,6022,1.0000,1,1
synth service 00370,PURCHASE,401,1.0000,1,1
synth packaging 01063,PURCHASE,401,1.0000,1,1
synth fuel 00544,PURCHASE,622,1.0000,1,1
synth packaging 00442,PURCHASE,609,1.0000,1,1
synth office 00718,PURCHASE,608,1.0000,1,1
synth fuel 00203,PURCHASE,607,1.0000,1,1
synth utility 01120,PURCHASE,607,1.0000,1,1
synth utility 00709,PURCHASE,608,1.0000,1,1
synth packaging 00324,PURCHASE,622,1.0000,1,1
synth maintenance 00576,PURCHASE,605,1.0000,1,1
synth retail 00626,PURCHASE,607,1.0000,1,1
synth fuel 00375,PURCHASE,602,1.0000,1,1
synth fuel 01108,PURCHASE,605,1.0000,1,1
synth service 00836,PURCHASE,602,1.0000,1,1
synth retail 00466,PURCHASE,401,1.0000,1,1
synth retail 00917,PURCHASE,613,0.6000,1,2
synth fuel 00415,SALE,704,1.0000,1,1
synth retail 00081,SALE,704,1.0000,1,1
synth maintenance 00662,SALE,411,1.0000,1,1
synth retail 00250,PURCHASE,601,1.0000,1,1
synth transport 00095,SALE,701,1.0000,1,1
synth retail 00213,PURCHASE,613,1.0000,1,1
synth office 00067,PURCHASE,612,1.0000,1,1
synth retail 00200,PURCHASE,371,1.0000,1,1
synth maintenance 00578,PURCHASE,602,1.0000,1,1
synth retail 01176,SALE,4427,1.0000,1,1
synth service 00998,PURCHASE,612,1.0000,1,1
synth transport 00967,PURCHASE,601,1.0000,1,1
synth fuel 00249,PURCHASE,605,1.0000,1,1
synth retail 00683,PURCHASE,625,0.5000,1,2
synth transport 01094,PURCHASE,625,1.0000,1,1
synth utility 01098,PURCHASE,602,1.0000,1,1
synth fuel 00270,SALE,707,1.0000,1,1
synth packaging 01025,SALE,4427,1.0000,1,1
synth office 00026,SALE,707,1.0000,1,1
synth office 00779,PURCHASE,635,1.0000,1,1
synth retail 00979,PURCHASE,601,1.0000,1,1
synth raw material 00436,SALE,704,1.0000,1,1
synth maintenance 00866,SALE,701,1.0000,1,1
synth retail 00890,PURCHASE,622,1.0000,1,1
synth utility 01037,SALE,704,1.0000,1,1
synth fuel 00261,SALE,4427,1.0000,1,1
synth maintenance 00951,PURCHASE,601,1.0000,1,1
synth maintenance 00151,PURCHASE,6022,1.0000,1,1
synth transport 00443,PURCHASE,612,1.0000,1,1
synth misc 00572,PURCHASE,601,1.0000,1,1
synth misc 00780,SALE,411,1.0000,1,1
synth packaging 00309,SALE,411,1.0000,1,1
synth utility 00669,SALE,707,1.0000,1,1
synth maintenance 01163,PURCHASE,622,1.0000,1,1
synth transport 00485,PURCHASE,609,1.0000,1,1
synth raw material 00910,PURCHASE,605,1.0000,1,1
synth service 00312,PURCHASE,635,1.0000,1,1
synth misc 00765,PURCHASE,401,1.0000,1,1
synth misc 00993,SALE,4427,1.0000,1,1
synth fuel 00716,PURCHASE,601,1.0000,1,1
synth office 00127,PURCHASE,612,1.0000,1,1
synth misc 00264,PURCHASE,4426,1.0000,1,1
synth retail 00331,PURCHASE,613,1.0000,1,1
synth packaging 00468,PURCHASE,613,1.0000,1,1
synth transport 00297,SALE,707,1.0000,1,1
synth raw material 01089,PURCHASE,613,1.0000,1,1
synth fuel 00566,SALE,707,1.0000,1,1
synth raw material 01007,PURCHASE,628,1.0000,1,1
synth utility 00580,PURCHASE,613,1.0000,1,1
synth office 00996,PURCHASE,628,1.0000,1,1
synth packaging 01145,SALE,704,1.0000,1,1
synth fuel 00382,SALE,701,1.0000,1,1
synth office 00050,SALE,704,1.0000,1,1
synth office 01091,PURCHASE,605,1.0000,1,1
synth raw material 00351,PURCHASE,602,1.0000,1,1
synth misc 00876,PURCHASE,607,1.0000,1,1
synth retail 00630,PURCHASE,608,1.0000,1,1
synth misc 00311,PURCHASE,625,1.0000,1,1
synth misc 00700,PURCHASE,613,1.0000,1,1
synth service 00768,PURCHASE,401,1.0000,1,1
synth packaging 00335,PURCHASE,609,1.0000,1,1
synth misc 00208,PURCHASE,609,1.0000,1,1
synth retail 00735,PURCHASE,602,1.0000,1,1
synth utility 00036,PURCHASE,601,1.0000,1,1
synth maintenance 00115,PURCHASE,625,1.0000,1,1
synth packaging 00243,PURCHASE,601,1.0000,1,1
synth utility 00340,PURCHASE,635,1.0000,1,1
synth transport 00627,SALE,704,1.0000,1,1
synth utility 00275,SALE,411,1.0000,1,1
synth retail 00647,PURCHASE,4426,1.0000,1,1
synth raw material 01039,SALE,701,1.0000,1,1
synth maintenance 00205,PURCHASE,628,1.0000,1,1
synth fuel 00667,PURCHASE,371,1.0000,1,1
synth raw material 00984,PURCHASE,605,1.0000,1,1
